season,seasontype,wk,date,time,tm_home,tm_away,pts_away,pts_home
2011,1,4,2011-08-25,2011-08-25T23:00:00Z,CIN,CAR,13,24
2011,1,4,2011-08-25,2011-08-25T23:30:00Z,PHI,CLE,14,24
2011,1,4,2011-08-26,2011-08-26T00:00:00Z,BAL,WAS,31,34
2011,1,4,2011-08-27,2011-08-27T00:00:00Z,IND,GBY,24,21
2011,1,4,2011-08-27,2011-08-27T23:00:00Z,BUF,JAX,32,35
2011,1,4,2011-08-27,2011-08-27T23:30:00Z,PIT,ATL,16,34
2011,1,4,2011-08-27,2011-08-27T23:30:00Z,TBY,MIA,13,17
2011,1,4,2011-08-28,2011-08-28T00:00:00Z,TEN,CHI,13,14
2011,1,4,2011-08-28,2011-08-28T00:00:00Z,MIN,DAL,23,17
2011,1,4,2011-08-28,2011-08-28T00:00:00Z,SFO,HOU,30,7
2011,1,4,2011-08-28,2011-08-28T00:00:00Z,DET,NWE,10,34
2011,1,4,2011-08-28,2011-08-28T01:00:00Z,DEN,SEA,20,23
2011,1,4,2011-08-29,2011-08-29T00:00:00Z,OAK,NOR,40,20
2011,1,4,2011-08-29,2011-08-29T23:00:00Z,NYG,NYJ,17,3
2011,1,5,2011-09-01,2011-09-01T22:30:00Z,BUF,DET,16,6
2011,1,5,2011-09-01,2011-09-01T23:00:00Z,CIN,IND,17,13
2011,1,5,2011-09-01,2011-09-01T23:30:00Z,ATL,BAL,21,7
2011,1,5,2011-09-01,2011-09-01T23:30:00Z,MIA,DAL,3,17
2011,1,5,2011-09-01,2011-09-01T23:30:00Z,NWE,NYG,18,17
2011,1,5,2011-09-01,2011-09-01T23:30:00Z,NYJ,PHI,24,14
2011,1,5,2011-09-01,2011-09-01T23:30:00Z,WAS,TBY,24,29
2011,1,5,2011-09-02,2011-09-02T00:00:00Z,CHI,CLE,14,24
2011,1,5,2011-09-02,2011-09-02T00:00:00Z,MIN,HOU,0,28
2011,1,5,2011-09-02,2011-09-02T00:00:00Z,GBY,KCY,19,20
2011,1,5,2011-09-02,2011-09-02T00:00:00Z,CAR,PIT,33,17
2011,1,5,2011-09-02,2011-09-02T00:00:00Z,NOR,TEN,32,9
2011,1,5,2011-09-02,2011-09-02T02:00:00Z,ARI,DEN,7,26
2011,1,5,2011-09-03,2011-09-03T02:30:00Z,SEA,OAK,3,20
2011,2,1,2011-09-09,2011-09-09T00:30:00Z,GBY,NOR,34,42
2011,2,1,2011-09-11,2011-09-11T17:00:00Z,CHI,ATL,12,30
2011,2,1,2011-09-11,2011-09-11T17:00:00Z,KCY,BUF,41,7
2011,2,1,2011-09-11,2011-09-11T17:00:00Z,CLE,CIN,27,17
2011,2,1,2011-09-11,2011-09-11T17:00:00Z,TBY,DET,27,20
2011,2,1,2011-09-11,2011-09-11T17:00:00Z,HOU,IND,7,34
2011,2,1,2011-09-11,2011-09-11T17:00:00Z,BAL,PIT,7,35
2011,2,1,2011-09-11,2011-09-11T17:00:00Z,JAX,TEN,14,16
2011,2,1,2011-09-11,2011-09-11T20:15:00Z,ARI,CAR,21,28
2011,2,1,2011-09-11,2011-09-11T20:15:00Z,WAS,NYG,14,28
2011,2,1,2011-09-11,2011-09-11T20:15:00Z,SFO,SEA,17,33
2011,2,1,2011-09-12,2011-09-12T00:20:00Z,NYJ,DAL,24,27
2011,2,1,2011-09-12,2011-09-12T23:00:00Z,MIA,NWE,38,24
2011,2,1,2011-09-13,2011-09-13T02:25:00Z,DEN,OAK,23,20
2011,2,2,2011-09-18,2011-09-18T17:00:00Z,WAS,ARI,21,22
2011,2,2,2011-09-18,2011-09-18T17:00:00Z,TEN,BAL,13,26
2011,2,2,2011-09-18,2011-09-18T17:00:00Z,NOR,CHI,13,30
2011,2,2,2011-09-18,2011-09-18T17:00:00Z,IND,CLE,27,19
2011,2,2,2011-09-18,2011-09-18T17:00:00Z,CAR,GBY,30,23
2011,2,2,2011-09-18,2011-09-18T17:00:00Z,NYJ,JAX,3,32
2011,2,2,2011-09-18,2011-09-18T17:00:00Z,DET,KCY,3,48
2011,2,2,2011-09-18,2011-09-18T17:00:00Z,BUF,OAK,35,38
2011,2,2,2011-09-18,2011-09-18T17:00:00Z,PIT,SEA,0,24
2011,2,2,2011-09-18,2011-09-18T17:00:00Z,MIN,TBY,24,20
2011,2,2,2011-09-18,2011-09-18T20:05:00Z,SFO,DAL,27,24
2011,2,2,2011-09-18,2011-09-18T20:15:00Z,DEN,CIN,22,24
2011,2,2,2011-09-18,2011-09-18T20:15:00Z,MIA,HOU,23,13
2011,2,2,2011-09-19,2011-09-19T00:20:00Z,ATL,PHI,31,35
2011,2,3,2011-09-25,2011-09-25T17:00:00Z,TEN,DEN,14,17
2011,2,3,2011-09-25,2011-09-25T17:00:00Z,MIN,DET,26,23
2011,2,3,2011-09-25,2011-09-25T17:00:00Z,NOR,HOU,33,40
2011,2,3,2011-09-25,2011-09-25T17:00:00Z,CAR,JAX,10,16
2011,2,3,2011-09-25,2011-09-25T17:00:00Z,CLE,MIA,16,17
2011,2,3,2011-09-25,2011-09-25T17:00:00Z,BUF,NWE,31,34
2011,2,3,2011-09-25,2011-09-25T17:00:00Z,PHI,NYG,29,16
2011,2,3,2011-09-25,2011-09-25T17:00:00Z,CIN,SFO,13,8
2011,2,3,2011-09-25,2011-09-25T20:05:00Z,OAK,NYJ,24,34
2011,2,3,2011-09-25,2011-09-25T20:15:00Z,SEA,ARI,10,13
2011,2,3,2011-09-25,2011-09-25T20:15:00Z,TBY,ATL,13,16
2011,2,3,2011-09-25,2011-09-25T20:15:00Z,CHI,GBY,27,17
2011,2,3,2011-09-26,2011-09-26T00:20:00Z,IND,PIT,23,20
2011,2,3,2011-09-27,2011-09-27T00:30:00Z,DAL,WAS,16,18
2011,2,4,2011-10-02,2011-10-02T17:00:00Z,CIN,BUF,20,23
2011,2,4,2011-10-02,2011-10-02T17:00:00Z,CHI,CAR,29,34
2011,2,4,2011-10-02,2011-10-02T17:00:00Z,DAL,DET,34,30
2011,2,4,2011-10-02,2011-10-02T17:00:00Z,KCY,MIN,17,22
2011,2,4,2011-10-02,2011-10-02T17:00:00Z,JAX,NOR,23,10
2011,2,4,2011-10-02,2011-10-02T17:00:00Z,HOU,PIT,10,17
2011,2,4,2011-10-02,2011-10-02T17:00:00Z,PHI,SFO,24,23
2011,2,4,2011-10-02,2011-10-02T17:00:00Z,CLE,TEN,31,13
2011,2,4,2011-10-02,2011-10-02T20:05:00Z,SEA,ATL,30,28
2011,2,4,2011-10-02,2011-10-02T20:05:00Z,ARI,NYG,31,27
2011,2,4,2011-10-02,2011-10-02T20:15:00Z,GBY,DEN,23,49
2011,2,4,2011-10-02,2011-10-02T20:15:00Z,OAK,NWE,31,19
2011,2,4,2011-10-03,2011-10-03T00:20:00Z,BAL,NYJ,17,34
2011,2,4,2011-10-04,2011-10-04T00:30:00Z,TBY,IND,17,24
2011,2,5,2011-10-09,2011-10-09T17:00:00Z,MIN,ARI,10,34
2011,2,5,2011-10-09,2011-10-09T17:00:00Z,JAX,CIN,30,20
2011,2,5,2011-10-09,2011-10-09T17:00:00Z,IND,KCY,28,24
2011,2,5,2011-10-09,2011-10-09T17:00:00Z,CAR,NOR,30,27
2011,2,5,2011-10-09,2011-10-09T17:00:00Z,HOU,OAK,25,20
2011,2,5,2011-10-09,2011-10-09T17:00:00Z,BUF,PHI,24,31
2011,2,5,2011-10-09,2011-10-09T17:00:00Z,NYG,SEA,36,25
2011,2,5,2011-10-09,2011-10-09T17:00:00Z,PIT,TEN,17,38
2011,2,5,2011-10-09,2011-10-09T20:05:00Z,SFO,TBY,3,48
2011,2,5,2011-10-09,2011-10-09T20:15:00Z,NWE,NYJ,21,30
2011,2,5,2011-10-10,2011-10-10T00:20:00Z,ATL,GBY,25,14
2011,2,5,2011-10-11,2011-10-11T00:30:00Z,DET,CHI,13,24
2011,2,6,2011-10-16,2011-10-16T17:00:00Z,NYG,BUF,24,27
2011,2,6,2011-10-16,2011-10-16T17:00:00Z,ATL,CAR,17,31
2011,2,6,2011-10-16,2011-10-16T17:00:00Z,CIN,IND,17,27
2011,2,6,2011-10-16,2011-10-16T17:00:00Z,PIT,JAX,13,17
2011,2,6,2011-10-16,2011-10-16T17:00:00Z,WAS,PHI,20,13
2011,2,6,2011-10-16,2011-10-16T17:00:00Z,DET,SFO,25,19
2011,2,6,2011-10-16,2011-10-16T20:05:00Z,OAK,CLE,17,24
2011,2,6,2011-10-16,2011-10-16T20:05:00Z,BAL,HOU,14,29
2011,2,6,2011-10-16,2011-10-16T20:15:00Z,NWE,DAL,16,20
2011,2,6,2011-10-16,2011-10-16T20:15:00Z,TBY,NOR,20,26
2011,2,6,2011-10-17,2011-10-17T00:20:00Z,CHI,MIN,10,39
2011,2,6,2011-10-18,2011-10-18T00:30:00Z,NYJ,MIA,6,24
2011,2,7,2011-10-23,2011-10-23T17:00:00Z,DET,ATL,23,16
2011,2,7,2011-10-23,2011-10-23T17:00:00Z,TBY,CHI,24,18
2011,2,7,2011-10-23,2011-10-23T17:00:00Z,MIA,DEN,18,15
2011,2,7,2011-10-23,2011-10-23T17:00:00Z,TEN,HOU,41,7
2011,2,7,2011-10-23,2011-10-23T17:00:00Z,CLE,SEA,3,6
2011,2,7,2011-10-23,2011-10-23T17:00:00Z,CAR,WAS,20,33
2011,2,7,2011-10-23,2011-10-23T20:05:00Z,OAK,KCY,28,0
2011,2,7,2011-10-23,2011-10-23T20:05:00Z,ARI,PIT,32,20
2011,2,7,2011-10-23,2011-10-23T20:15:00Z,MIN,GBY,33,27
2011,2,7,2011-10-24,2011-10-24T00:20:00Z,NOR,IND,7,62
2011,2,7,2011-10-25,2011-10-25T00:30:00Z,JAX,BAL,7,12
2011,2,8,2011-10-30,2011-10-30T17:00:00Z,BAL,ARI,27,30
2011,2,8,2011-10-30,2011-10-30T17:00:00Z,TEN,IND,10,27
2011,2,8,2011-10-30,2011-10-30T17:00:00Z,HOU,JAX,14,24
2011,2,8,2011-10-30,2011-10-30T17:00:00Z,NYG,MIA,17,20
2011,2,8,2011-10-30,2011-10-30T17:00:00Z,CAR,MIN,24,21
2011,2,8,2011-10-30,2011-10-30T20:05:00Z,DEN,DET,45,10
2011,2,8,2011-10-30,2011-10-30T20:05:00Z,BUF,WAS,0,23
2011,2,8,2011-10-30,2011-10-30T20:15:00Z,SEA,CIN,34,12
2011,2,8,2011-10-30,2011-10-30T20:15:00Z,SFO,CLE,10,20
2011,2,8,2011-10-30,2011-10-30T20:15:00Z,PIT,NWE,17,25
2011,2,8,2011-10-31,2011-10-31T00:20:00Z,PHI,DAL,7,34
2011,2,9,2011-11-06,2011-11-06T18:00:00Z,IND,ATL,31,7
2011,2,9,2011-11-06,2011-11-06T18:00:00Z,HOU,CLE,12,30
2011,2,9,2011-11-06,2011-11-06T18:00:00Z,KCY,MIA,31,3
2011,2,9,2011-11-06,2011-11-06T18:00:00Z,BUF,NYJ,27,11
2011,2,9,2011-11-06,2011-11-06T18:00:00Z,DAL,SEA,13,23
2011,2,9,2011-11-06,2011-11-06T18:00:00Z,WAS,SFO,19,11
2011,2,9,2011-11-06,2011-11-06T18:00:00Z,NOR,TBY,16,27
2011,2,9,2011-11-06,2011-11-06T21:05:00Z,TEN,CIN,24,17
2011,2,9,2011-11-06,2011-11-06T21:05:00Z,OAK,DEN,38,24
2011,2,9,2011-11-06,2011-11-06T21:15:00Z,NWE,NYG,24,20
2011,2,9,2011-11-07,2011-11-07T01:20:00Z,PIT,BAL,23,20
2011,2,9,2011-11-08,2011-11-08T01:30:00Z,PHI,CHI,30,24
2011,2,10,2011-11-13,2011-11-13T18:00:00Z,PHI,ARI,21,17
2011,2,10,2011-11-13,2011-11-13T18:00:00Z,DAL,BUF,7,44
2011,2,10,2011-11-13,2011-11-13T18:00:00Z,KCY,DEN,17,10
2011,2,10,2011-11-13,2011-11-13T18:00:00Z,TBY,HOU,37,9
2011,2,10,2011-11-13,2011-11-13T18:00:00Z,IND,JAX,17,3
2011,2,10,2011-11-13,2011-11-13T18:00:00Z,ATL,NOR,26,23
2011,2,10,2011-11-13,2011-11-13T18:00:00Z,CIN,PIT,24,17
2011,2,10,2011-11-13,2011-11-13T18:00:00Z,CAR,TEN,30,3
2011,2,10,2011-11-13,2011-11-13T18:00:00Z,MIA,WAS,9,20
2011,2,10,2011-11-13,2011-11-13T21:05:00Z,SEA,BAL,17,22
2011,2,10,2011-11-13,2011-11-13T21:15:00Z,CHI,DET,13,37
2011,2,10,2011-11-13,2011-11-13T21:15:00Z,SFO,NYG,20,27
2011,2,10,2011-11-14,2011-11-14T01:20:00Z,NYJ,NWE,37,16
2011,2,10,2011-11-15,2011-11-15T01:30:00Z,GBY,MIN,7,45
2011,2,11,2011-11-18,2011-11-18T01:20:00Z,DEN,NYJ,13,17
2011,2,11,2011-11-20,2011-11-20T18:00:00Z,MIA,BUF,8,35
2011,2,11,2011-11-20,2011-11-20T18:00:00Z,DET,CAR,35,49
2011,2,11,2011-11-20,2011-11-20T18:00:00Z,BAL,CIN,24,31
2011,2,11,2011-11-20,2011-11-20T18:00:00Z,WAS,DAL,27,24
2011,2,11,2011-11-20,2011-11-20T18:00:00Z,CLE,JAX,10,14
2011,2,11,2011-11-20,2011-11-20T18:00:00Z,MIN,OAK,27,21
2011,2,11,2011-11-20,2011-11-20T18:00:00Z,GBY,TBY,26,35
2011,2,11,2011-11-20,2011-11-20T21:05:00Z,SFO,ARI,7,23
2011,2,11,2011-11-20,2011-11-20T21:15:00Z,ATL,TEN,17,23
2011,2,11,2011-11-21,2011-11-21T01:20:00Z,NYG,PHI,17,10
2011,2,11,2011-11-22,2011-11-22T01:30:00Z,NWE,KCY,3,34
2011,2,12,2011-11-24,2011-11-24T17:30:00Z,DET,GBY,27,15
2011,2,12,2011-11-24,2011-11-24T21:15:00Z,DAL,MIA,19,20
2011,2,12,2011-11-25,2011-11-25T01:20:00Z,BAL,SFO,6,16
2011,2,12,2011-11-27,2011-11-27T18:00:00Z,NYJ,BUF,24,28
2011,2,12,2011-11-27,2011-11-27T18:00:00Z,IND,CAR,27,19
2011,2,12,2011-11-27,2011-11-27T18:00:00Z,CIN,CLE,20,23
2011,2,12,2011-11-27,2011-11-27T18:00:00Z,JAX,HOU,20,13
2011,2,12,2011-11-27,2011-11-27T18:00:00Z,ATL,MIN,14,24
2011,2,12,2011-11-27,2011-11-27T18:00:00Z,TEN,TBY,17,23
2011,2,12,2011-11-27,2011-11-27T21:05:00Z,OAK,CHI,20,25
2011,2,12,2011-11-27,2011-11-27T21:05:00Z,SEA,WAS,23,17
2011,2,12,2011-11-27,2011-11-27T21:15:00Z,PHI,NWE,38,20
2011,2,12,2011-11-28,2011-11-28T01:20:00Z,KCY,PIT,13,9
2011,2,12,2011-11-29,2011-11-29T01:30:00Z,NOR,NYG,24,49
2011,2,13,2011-12-02,2011-12-02T01:20:00Z,SEA,PHI,14,31
2011,2,13,2011-12-04,2011-12-04T18:00:00Z,HOU,ATL,10,17
2011,2,13,2011-12-04,2011-12-04T18:00:00Z,TBY,CAR,38,19
2011,2,13,2011-12-04,2011-12-04T18:00:00Z,PIT,CIN,7,35
2011,2,13,2011-12-04,2011-12-04T18:00:00Z,MIN,DEN,35,32
2011,2,13,2011-12-04,2011-12-04T18:00:00Z,NWE,IND,24,31
2011,2,13,2011-12-04,2011-12-04T18:00:00Z,CHI,KCY,10,3
2011,2,13,2011-12-04,2011-12-04T18:00:00Z,WAS,NYJ,34,19
2011,2,13,2011-12-04,2011-12-04T18:00:00Z,MIA,OAK,14,34
2011,2,13,2011-12-04,2011-12-04T18:00:00Z,BUF,TEN,23,17
2011,2,13,2011-12-04,2011-12-04T21:05:00Z,CLE,BAL,24,10
2011,2,13,2011-12-04,2011-12-04T21:15:00Z,ARI,DAL,13,19
2011,2,13,2011-12-04,2011-12-04T21:15:00Z,NYG,GBY,38,35
2011,2,13,2011-12-05,2011-12-05T01:20:00Z,NOR,DET,17,31
2011,2,14,2011-12-09,2011-12-09T01:20:00Z,PIT,CLE,3,14
2011,2,14,2011-12-11,2011-12-11T18:00:00Z,CAR,ATL,31,23
2011,2,14,2011-12-11,2011-12-11T18:00:00Z,CIN,HOU,20,19
2011,2,14,2011-12-11,2011-12-11T18:00:00Z,BAL,IND,10,24
2011,2,14,2011-12-11,2011-12-11T18:00:00Z,NYJ,KCY,10,37
2011,2,14,2011-12-11,2011-12-11T18:00:00Z,DET,MIN,28,34
2011,2,14,2011-12-11,2011-12-11T18:00:00Z,WAS,NWE,34,27
2011,2,14,2011-12-11,2011-12-11T18:00:00Z,TEN,NOR,22,17
2011,2,14,2011-12-11,2011-12-11T18:00:00Z,MIA,PHI,26,10
2011,2,14,2011-12-11,2011-12-11T18:00:00Z,JAX,TBY,14,41
2011,2,14,2011-12-11,2011-12-11T21:05:00Z,DEN,CHI,10,13
2011,2,14,2011-12-11,2011-12-11T21:05:00Z,ARI,SFO,19,21
2011,2,14,2011-12-11,2011-12-11T21:15:00Z,GBY,OAK,16,46
2011,2,14,2011-12-12,2011-12-12T01:20:00Z,DAL,NYG,37,34
2011,2,15,2011-12-16,2011-12-16T01:20:00Z,ATL,JAX,14,41
2011,2,15,2011-12-18,2011-12-18T01:20:00Z,TBY,DAL,31,15
2011,2,15,2011-12-18,2011-12-18T18:00:00Z,HOU,CAR,28,13
2011,2,15,2011-12-18,2011-12-18T18:00:00Z,KCY,GBY,14,19
2011,2,15,2011-12-18,2011-12-18T18:00:00Z,BUF,MIA,30,23
2011,2,15,2011-12-18,2011-12-18T18:00:00Z,MIN,NOR,42,20
2011,2,15,2011-12-18,2011-12-18T18:00:00Z,CHI,SEA,38,14
2011,2,15,2011-12-18,2011-12-18T18:00:00Z,IND,TEN,13,27
2011,2,15,2011-12-18,2011-12-18T18:00:00Z,NYG,WAS,23,10
2011,2,15,2011-12-18,2011-12-18T21:05:00Z,OAK,DET,28,27
2011,2,15,2011-12-18,2011-12-18T21:15:00Z,ARI,CLE,17,20
2011,2,15,2011-12-18,2011-12-18T21:15:00Z,DEN,NWE,41,23
2011,2,15,2011-12-18,2011-12-18T21:15:00Z,PHI,NYJ,19,45
2011,2,15,2011-12-20,2011-12-20T01:30:00Z,SFO,PIT,3,20
2011,2,16,2011-12-23,2011-12-23T01:20:00Z,IND,HOU,16,19
2011,2,16,2011-12-24,2011-12-24T18:00:00Z,CIN,ARI,16,23
2011,2,16,2011-12-24,2011-12-24T18:00:00Z,BAL,CLE,14,20
2011,2,16,2011-12-24,2011-12-24T18:00:00Z,BUF,DEN,14,40
2011,2,16,2011-12-24,2011-12-24T18:00:00Z,TEN,JAX,17,23
2011,2,16,2011-12-24,2011-12-24T18:00:00Z,NWE,MIA,24,27
2011,2,16,2011-12-24,2011-12-24T18:00:00Z,WAS,MIN,33,26
2011,2,16,2011-12-24,2011-12-24T18:00:00Z,NYJ,NYG,29,14
2011,2,16,2011-12-24,2011-12-24T18:00:00Z,KCY,OAK,16,13
2011,2,16,2011-12-24,2011-12-24T18:00:00Z,CAR,TBY,16,48
2011,2,16,2011-12-24,2011-12-24T21:15:00Z,DAL,PHI,20,7
2011,2,16,2011-12-24,2011-12-24T21:15:00Z,SEA,SFO,19,17
2011,2,16,2011-12-26,2011-12-26T01:20:00Z,GBY,CHI,21,35
2011,2,16,2011-12-27,2011-12-27T01:30:00Z,NOR,ATL,16,45
2011,2,17,2012-01-01,2012-01-01T18:00:00Z,NWE,BUF,21,49
2011,2,17,2012-01-01,2012-01-01T18:00:00Z,NOR,CAR,17,45
2011,2,17,2012-01-01,2012-01-01T18:00:00Z,MIN,CHI,17,13
2011,2,17,2012-01-01,2012-01-01T18:00:00Z,GBY,DET,41,45
2011,2,17,2012-01-01,2012-01-01T18:00:00Z,JAX,IND,13,19
2011,2,17,2012-01-01,2012-01-01T18:00:00Z,MIA,NYJ,17,19
2011,2,17,2012-01-01,2012-01-01T18:00:00Z,HOU,TEN,23,22
2011,2,17,2012-01-01,2012-01-01T18:00:00Z,PHI,WAS,10,34
2011,2,17,2012-01-01,2012-01-01T21:15:00Z,CIN,BAL,24,16
2011,2,17,2012-01-01,2012-01-01T21:15:00Z,DEN,KCY,7,3
2011,2,17,2012-01-01,2012-01-01T21:15:00Z,CLE,PIT,13,9
2011,2,17,2012-01-01,2012-01-01T21:15:00Z,ARI,SEA,20,23
2011,2,17,2012-01-01,2012-01-01T21:15:00Z,ATL,TBY,24,45
2011,2,17,2012-01-02,2012-01-02T01:20:00Z,NYG,DAL,14,31
2011,3,1,2012-01-07,2012-01-07T21:30:00Z,HOU,CIN,10,31
2011,3,1,2012-01-08,2012-01-08T01:00:00Z,NOR,DET,28,45
2011,3,1,2012-01-08,2012-01-08T18:00:00Z,NYG,ATL,2,24
2011,3,1,2012-01-08,2012-01-08T21:30:00Z,DEN,PIT,23,29
2011,3,2,2012-01-14,2012-01-14T21:30:00Z,SFO,NOR,32,36
2011,3,2,2012-01-15,2012-01-15T01:00:00Z,NWE,DEN,10,45
2011,3,2,2012-01-15,2012-01-15T18:00:00Z,BAL,HOU,13,20
2011,3,2,2012-01-15,2012-01-15T21:30:00Z,GBY,NYG,37,20
2011,3,3,2012-01-22,2012-01-22T20:00:00Z,NWE,BAL,20,23
2011,3,3,2012-01-22,2012-01-22T23:30:00Z,SFO,NYG,20,17
2011,3,5,2012-02-05,2012-02-05T23:29:00Z,NWE,NYG,21,17
2012,1,1,2012-08-06,2012-08-06T00:00:00Z,NOR,ARI,10,17
2012,1,2,2012-08-09,2012-08-09T23:00:00Z,BUF,WAS,7,6
2012,1,2,2012-08-09,2012-08-09T23:30:00Z,ATL,BAL,31,17
2012,1,2,2012-08-09,2012-08-09T23:30:00Z,NWE,NOR,6,7
2012,1,2,2012-08-09,2012-08-09T23:30:00Z,PHI,PIT,23,24
2012,1,2,2012-08-10,2012-08-10T00:30:00Z,CHI,DEN,31,3
2012,1,2,2012-08-10,2012-08-10T23:30:00Z,DET,CLE,19,17
2012,1,2,2012-08-10,2012-08-10T23:30:00Z,JAX,NYG,31,32
2012,1,2,2012-08-10,2012-08-10T23:30:00Z,CIN,NYJ,6,17
2012,1,2,2012-08-10,2012-08-10T23:30:00Z,MIA,TBY,20,7
2012,1,2,2012-08-11,2012-08-11T00:00:00Z,KCY,ARI,17,27
2012,1,2,2012-08-11,2012-08-11T01:00:00Z,SFO,MIN,6,17
2012,1,2,2012-08-11,2012-08-11T23:00:00Z,CAR,HOU,26,13
2012,1,2,2012-08-12,2012-08-12T02:00:00Z,SEA,TEN,17,27
2012,1,2,2012-08-14,2012-08-14T00:00:00Z,OAK,DAL,3,0
2012,1,3,2012-08-17,2012-08-17T00:00:00Z,ATL,CIN,24,19
2012,1,3,2012-08-17,2012-08-17T00:00:00Z,GBY,CLE,35,10
2012,1,3,2012-08-17,2012-08-17T23:30:00Z,TBY,TEN,30,7
2012,1,3,2012-08-18,2012-08-18T00:00:00Z,MIN,BUF,14,36
2012,1,3,2012-08-18,2012-08-18T00:00:00Z,BAL,DET,27,12
2012,1,3,2012-08-18,2012-08-18T00:00:00Z,NOR,JAX,27,24
2012,1,3,2012-08-18,2012-08-18T00:00:00Z,CAR,MIA,17,23
2012,1,3,2012-08-18,2012-08-18T02:00:00Z,ARI,OAK,27,31
2012,1,3,2012-08-18,2012-08-18T23:00:00Z,NYJ,NYG,26,3
2012,1,3,2012-08-19,2012-08-19T00:00:00Z,HOU,SFO,9,20
2012,1,3,2012-08-19,2012-08-19T00:00:00Z,CHI,WAS,31,33
2012,1,3,2012-08-19,2012-08-19T01:00:00Z,DEN,SEA,30,10
2012,1,3,2012-08-20,2012-08-20T00:00:00Z,PIT,IND,24,26
2012,1,3,2012-08-21,2012-08-21T00:00:00Z,NWE,PHI,27,17
2012,1,4,2012-08-23,2012-08-23T23:00:00Z,CIN,GBY,27,13
2012,1,4,2012-08-23,2012-08-23T23:30:00Z,BAL,JAX,17,48
2012,1,4,2012-08-24,2012-08-24T00:00:00Z,TEN,ARI,27,32
2012,1,4,2012-08-24,2012-08-24T23:30:00Z,MIA,ATL,23,6
2012,1,4,2012-08-24,2012-08-24T23:30:00Z,TBY,NWE,28,30
2012,1,4,2012-08-24,2012-08-24T23:30:00Z,CLE,PHI,27,10
2012,1,4,2012-08-25,2012-08-25T00:00:00Z,NYG,CHI,20,17
2012,1,4,2012-08-25,2012-08-25T00:00:00Z,KCY,SEA,44,14
2012,1,4,2012-08-25,2012-08-25T20:00:00Z,WAS,IND,17,30
2012,1,4,2012-08-25,2012-08-25T23:00:00Z,OAK,DET,20,31
2012,1,4,2012-08-25,2012-08-25T23:00:00Z,BUF,PIT,38,7
2012,1,4,2012-08-26,2012-08-26T00:00:00Z,NOR,HOU,27,34
2012,1,4,2012-08-26,2012-08-26T20:00:00Z,DEN,SFO,29,24
2012,1,4,2012-08-27,2012-08-27T00:00:00Z,NYJ,CAR,17,12
2012,1,5,2012-08-29,2012-08-29T23:00:00Z,NYG,NWE,3,6
2012,1,5,2012-08-29,2012-08-29T23:00:00Z,WAS,TBY,3,30
2012,1,5,2012-08-30,2012-08-30T00:30:00Z,DAL,MIA,13,30
2012,1,5,2012-08-30,2012-08-30T22:30:00Z,JAX,ATL,14,24
2012,1,5,2012-08-30,2012-08-30T22:35:00Z,PHI,NYJ,10,28
2012,1,5,2012-08-30,2012-08-30T23:00:00Z,DET,BUF,32,38
