season,date,time,weekday,tm_home,tm_away,pts_home,pts_away,ot
2020,2020-01-27,2020-01-27T09:00:00Z,Mon,UTA,HOU,NA,NA,NA
2020,2020-01-28,2020-01-28T07:00:00Z,Tue,CHO,NYK,NA,NA,NA
2020,2020-01-28,2020-01-28T07:30:00Z,Tue,CLE,NOP,NA,NA,NA
2020,2020-01-28,2020-01-28T07:30:00Z,Tue,MIA,BOS,NA,NA,NA
2020,2020-01-28,2020-01-28T07:30:00Z,Tue,PHI,GSW,NA,NA,NA
2020,2020-01-28,2020-01-28T07:30:00Z,Tue,TOR,ATL,NA,NA,NA
2020,2020-01-28,2020-01-28T08:00:00Z,Tue,MEM,DEN,NA,NA,NA
2020,2020-01-28,2020-01-28T08:00:00Z,Tue,MIL,WAS,NA,NA,NA
2020,2020-01-28,2020-01-28T08:30:00Z,Tue,DAL,PHO,NA,NA,NA
2020,2020-01-28,2020-01-28T10:00:00Z,Tue,LAL,LAC,NA,NA,NA
2020,2020-01-29,2020-01-29T07:00:00Z,Wed,IND,CHI,NA,NA,NA
2020,2020-01-29,2020-01-29T07:30:00Z,Wed,BRK,DET,NA,NA,NA
2020,2020-01-29,2020-01-29T07:30:00Z,Wed,NYK,MEM,NA,NA,NA
2020,2020-01-29,2020-01-29T08:30:00Z,Wed,SAS,UTA,NA,NA,NA
2020,2020-01-29,2020-01-29T10:00:00Z,Wed,POR,HOU,NA,NA,NA
2020,2020-01-29,2020-01-29T10:00:00Z,Wed,SAC,OKC,NA,NA,NA
2020,2020-01-30,2020-01-30T07:00:00Z,Thu,CLE,TOR,NA,NA,NA
2020,2020-01-30,2020-01-30T07:00:00Z,Thu,WAS,CHO,NA,NA,NA
2020,2020-01-30,2020-01-30T07:30:00Z,Thu,ATL,PHI,NA,NA,NA
2020,2020-01-30,2020-01-30T08:00:00Z,Thu,BOS,GSW,NA,NA,NA
2020,2020-01-30,2020-01-30T10:30:00Z,Thu,DEN,UTA,NA,NA,NA
2020,2020-01-30,2020-01-30T10:30:00Z,Thu,LAC,SAC,NA,NA,NA
2020,2020-01-31,2020-01-31T07:00:00Z,Fri,DET,TOR,NA,NA,NA
2020,2020-01-31,2020-01-31T07:30:00Z,Fri,BRK,CHI,NA,NA,NA
2020,2020-01-31,2020-01-31T08:00:00Z,Fri,HOU,DAL,NA,NA,NA
2020,2020-01-31,2020-01-31T08:00:00Z,Fri,NOP,MEM,NA,NA,NA
2020,2020-01-31,2020-01-31T09:00:00Z,Fri,MIL,DEN,NA,NA,NA
2020,2020-01-31,2020-01-31T09:00:00Z,Fri,PHO,OKC,NA,NA,NA
2020,2020-01-31,2020-01-31T10:30:00Z,Fri,LAL,POR,NA,NA,NA
2020,2020-02-01,2020-02-01T03:30:00Z,Sat,LAC,MIN,NA,NA,NA
2020,2020-02-01,2020-02-01T07:00:00Z,Sat,IND,NYK,NA,NA,NA
2020,2020-02-01,2020-02-01T07:00:00Z,Sat,ORL,MIA,NA,NA,NA
2020,2020-02-01,2020-02-01T08:00:00Z,Sat,CLE,GSW,NA,NA,NA
2020,2020-02-01,2020-02-01T08:00:00Z,Sat,WAS,BRK,NA,NA,NA
2020,2020-02-01,2020-02-01T08:30:00Z,Sat,BOS,PHI,NA,NA,NA
2020,2020-02-01,2020-02-01T08:30:00Z,Sat,DAL,ATL,NA,NA,NA
2020,2020-02-01,2020-02-01T09:00:00Z,Sat,SAS,CHO,NA,NA,NA
2020,2020-02-01,2020-02-01T10:00:00Z,Sat,POR,UTA,NA,NA,NA
2020,2020-02-01,2020-02-01T10:00:00Z,Sat,SAC,LAL,NA,NA,NA
2020,2020-02-02,2020-02-02T12:30:00Z,Sun,DET,DEN,NA,NA,NA
2020,2020-02-02,2020-02-02T02:00:00Z,Sun,HOU,NOP,NA,NA,NA
2020,2020-02-02,2020-02-02T02:00:00Z,Sun,MIL,PHO,NA,NA,NA
2020,2020-02-02,2020-02-02T03:00:00Z,Sun,TOR,CHI,NA,NA,NA
2020,2020-02-03,2020-02-03T07:00:00Z,Mon,CHO,ORL,NA,NA,NA
2020,2020-02-03,2020-02-03T07:00:00Z,Mon,CLE,NYK,NA,NA,NA
2020,2020-02-03,2020-02-03T07:00:00Z,Mon,IND,DAL,NA,NA,NA
2020,2020-02-03,2020-02-03T07:00:00Z,Mon,WAS,GSW,NA,NA,NA
2020,2020-02-03,2020-02-03T07:30:00Z,Mon,ATL,BOS,NA,NA,NA
2020,2020-02-03,2020-02-03T07:30:00Z,Mon,BRK,PHO,NA,NA,NA
2020,2020-02-03,2020-02-03T07:30:00Z,Mon,MIA,PHI,NA,NA,NA
2020,2020-02-03,2020-02-03T08:00:00Z,Mon,MEM,DET,NA,NA,NA
2020,2020-02-03,2020-02-03T10:00:00Z,Mon,SAC,MIN,NA,NA,NA
2020,2020-02-03,2020-02-03T10:30:00Z,Mon,LAC,SAS,NA,NA,NA
2020,2020-02-04,2020-02-04T07:30:00Z,Tue,NOP,MIL,NA,NA,NA
2020,2020-02-04,2020-02-04T08:00:00Z,Tue,HOU,CHO,NA,NA,NA
2020,2020-02-04,2020-02-04T10:00:00Z,Tue,DEN,POR,NA,NA,NA
2020,2020-02-04,2020-02-04T10:30:00Z,Tue,LAL,SAS,NA,NA,NA
2020,2020-02-05,2020-02-05T07:00:00Z,Wed,DET,PHO,NA,NA,NA
2020,2020-02-05,2020-02-05T07:30:00Z,Wed,BOS,ORL,NA,NA,NA
2020,2020-02-05,2020-02-05T07:30:00Z,Wed,BRK,GSW,NA,NA,NA
2020,2020-02-05,2020-02-05T07:30:00Z,Wed,TOR,IND,NA,NA,NA
2020,2020-02-05,2020-02-05T08:00:00Z,Wed,MIN,ATL,NA,NA,NA
2020,2020-02-05,2020-02-05T08:00:00Z,Wed,OKC,CLE,NA,NA,NA
2020,2020-02-05,2020-02-05T08:30:00Z,Wed,DAL,MEM,NA,NA,NA
2020,2020-02-05,2020-02-05T10:00:00Z,Wed,UTA,DEN,NA,NA,NA
2020,2020-02-05,2020-02-05T10:30:00Z,Wed,LAC,MIA,NA,NA,NA
2020,2020-02-06,2020-02-06T07:30:00Z,Thu,NYK,ORL,NA,NA,NA
2020,2020-02-06,2020-02-06T08:00:00Z,Thu,CHI,NOP,NA,NA,NA
2020,2020-02-06,2020-02-06T08:00:00Z,Thu,MIL,PHI,NA,NA,NA
2020,2020-02-06,2020-02-06T10:00:00Z,Thu,POR,SAS,NA,NA,NA
2020,2020-02-06,2020-02-06T10:30:00Z,Thu,LAL,HOU,NA,NA,NA
2020,2020-02-07,2020-02-07T07:00:00Z,Fri,PHI,MEM,NA,NA,NA
2020,2020-02-07,2020-02-07T07:00:00Z,Fri,WAS,DAL,NA,NA,NA
2020,2020-02-07,2020-02-07T07:30:00Z,Fri,BOS,ATL,NA,NA,NA
2020,2020-02-07,2020-02-07T08:00:00Z,Fri,IND,TOR,NA,NA,NA
2020,2020-02-07,2020-02-07T08:00:00Z,Fri,OKC,DET,NA,NA,NA
2020,2020-02-07,2020-02-07T09:00:00Z,Fri,PHO,HOU,NA,NA,NA
2020,2020-02-07,2020-02-07T10:00:00Z,Fri,SAC,MIA,NA,NA,NA
2020,2020-02-07,2020-02-07T10:30:00Z,Fri,UTA,POR,NA,NA,NA
2020,2020-02-08,2020-02-08T05:00:00Z,Sat,ORL,MIL,NA,NA,NA
2020,2020-02-08,2020-02-08T07:00:00Z,Sat,CHO,DAL,NA,NA,NA
2020,2020-02-08,2020-02-08T07:00:00Z,Sat,DET,NYK,NA,NA,NA
2020,2020-02-08,2020-02-08T07:30:00Z,Sat,IND,NOP,NA,NA,NA
2020,2020-02-08,2020-02-08T07:30:00Z,Sat,TOR,BRK,NA,NA,NA
2020,2020-02-08,2020-02-08T08:00:00Z,Sat,MIN,LAC,NA,NA,NA
2020,2020-02-08,2020-02-08T08:30:00Z,Sat,GSW,LAL,NA,NA,NA
2020,2020-02-08,2020-02-08T09:00:00Z,Sat,PHO,DEN,NA,NA,NA
2020,2020-02-08,2020-02-08T10:00:00Z,Sat,SAC,SAS,NA,NA,NA
2020,2020-02-09,2020-02-09T03:30:00Z,Sun,OKC,BOS,NA,NA,NA
2020,2020-02-09,2020-02-09T06:00:00Z,Sun,ATL,NYK,NA,NA,NA
2020,2020-02-09,2020-02-09T06:00:00Z,Sun,PHI,CHI,NA,NA,NA
2020,2020-02-09,2020-02-09T06:00:00Z,Sun,WAS,MEM,NA,NA,NA
2020,2020-02-09,2020-02-09T07:00:00Z,Sun,HOU,UTA,NA,NA,NA
2020,2020-02-09,2020-02-09T07:30:00Z,Sun,CLE,LAC,NA,NA,NA
2020,2020-02-09,2020-02-09T09:00:00Z,Sun,POR,MIA,NA,NA,NA
2020,2020-02-10,2020-02-10T07:00:00Z,Mon,DET,CHO,NA,NA,NA
2020,2020-02-10,2020-02-10T07:00:00Z,Mon,IND,BRK,NA,NA,NA
2020,2020-02-10,2020-02-10T07:00:00Z,Mon,ORL,ATL,NA,NA,NA
2020,2020-02-10,2020-02-10T07:30:00Z,Mon,TOR,MIN,NA,NA,NA
2020,2020-02-10,2020-02-10T08:00:00Z,Mon,MIL,SAC,NA,NA,NA
2020,2020-02-10,2020-02-10T08:30:00Z,Mon,DAL,UTA,NA,NA,NA
2020,2020-02-10,2020-02-10T09:00:00Z,Mon,DEN,SAS,NA,NA,NA
2020,2020-02-10,2020-02-10T10:30:00Z,Mon,GSW,MIA,NA,NA,NA
2020,2020-02-10,2020-02-10T10:30:00Z,Mon,LAL,PHO,NA,NA,NA
2020,2020-02-11,2020-02-11T07:00:00Z,Tue,PHI,LAC,NA,NA,NA
2020,2020-02-11,2020-02-11T07:00:00Z,Tue,WAS,CHI,NA,NA,NA
2020,2020-02-11,2020-02-11T08:00:00Z,Tue,NOP,POR,NA,NA,NA
2020,2020-02-11,2020-02-11T08:00:00Z,Tue,OKC,SAS,NA,NA,NA
2020,2020-02-11,2020-02-11T09:30:00Z,Tue,HOU,BOS,NA,NA,NA
2020,2020-02-12,2020-02-12T07:00:00Z,Wed,CLE,ATL,NA,NA,NA
2020,2020-02-12,2020-02-12T07:00:00Z,Wed,ORL,DET,NA,NA,NA
2020,2020-02-12,2020-02-12T07:30:00Z,Wed,BRK,TOR,NA,NA,NA
2020,2020-02-12,2020-02-12T07:30:00Z,Wed,IND,MIL,NA,NA,NA
2020,2020-02-12,2020-02-12T07:30:00Z,Wed,NYK,WAS,NA,NA,NA
2020,2020-02-12,2020-02-12T08:00:00Z,Wed,MEM,POR,NA,NA,NA
2020,2020-02-12,2020-02-12T08:00:00Z,Wed,MIN,CHO,NA,NA,NA
2020,2020-02-12,2020-02-12T08:30:00Z,Wed,DAL,SAC,NA,NA,NA
2020,2020-02-12,2020-02-12T09:00:00Z,Wed,PHO,GSW,NA,NA,NA
2020,2020-02-12,2020-02-12T09:00:00Z,Wed,UTA,MIA,NA,NA,NA
2020,2020-02-12,2020-02-12T10:00:00Z,Wed,DEN,LAL,NA,NA,NA
2020,2020-02-13,2020-02-13T08:00:00Z,Thu,BOS,LAC,NA,NA,NA
2020,2020-02-13,2020-02-13T08:00:00Z,Thu,NOP,OKC,NA,NA,NA
2020,2020-02-20,2020-02-20T07:00:00Z,Thu,DET,MIL,NA,NA,NA
2020,2020-02-20,2020-02-20T07:30:00Z,Thu,ATL,MIA,NA,NA,NA
2020,2020-02-20,2020-02-20T08:00:00Z,Thu,CHI,CHO,NA,NA,NA
2020,2020-02-20,2020-02-20T08:00:00Z,Thu,PHI,BRK,NA,NA,NA
2020,2020-02-20,2020-02-20T10:00:00Z,Thu,SAC,MEM,NA,NA,NA
2020,2020-02-20,2020-02-20T10:30:00Z,Thu,GSW,HOU,NA,NA,NA
2020,2020-02-21,2020-02-21T07:00:00Z,Fri,ORL,DAL,NA,NA,NA
2020,2020-02-21,2020-02-21T07:00:00Z,Fri,WAS,CLE,NA,NA,NA
2020,2020-02-21,2020-02-21T07:30:00Z,Fri,NYK,IND,NA,NA,NA
2020,2020-02-21,2020-02-21T07:30:00Z,Fri,TOR,PHO,NA,NA,NA
2020,2020-02-21,2020-02-21T08:00:00Z,Fri,MIN,BOS,NA,NA,NA
2020,2020-02-21,2020-02-21T08:00:00Z,Fri,OKC,DEN,NA,NA,NA
2020,2020-02-21,2020-02-21T09:00:00Z,Fri,UTA,SAS,NA,NA,NA
2020,2020-02-21,2020-02-21T10:30:00Z,Fri,LAL,MEM,NA,NA,NA
2020,2020-02-21,2020-02-21T10:30:00Z,Fri,POR,NOP,NA,NA,NA
2020,2020-02-22,2020-02-22T03:30:00Z,Sat,LAC,SAC,NA,NA,NA
2020,2020-02-22,2020-02-22T07:00:00Z,Sat,CHO,BRK,NA,NA,NA
2020,2020-02-22,2020-02-22T07:30:00Z,Sat,ATL,DAL,NA,NA,NA
2020,2020-02-22,2020-02-22T08:00:00Z,Sat,CHI,PHO,NA,NA,NA
2020,2020-02-22,2020-02-22T08:00:00Z,Sat,MIA,CLE,NA,NA,NA
2020,2020-02-22,2020-02-22T08:30:00Z,Sat,MIL,PHI,NA,NA,NA
2020,2020-02-22,2020-02-22T09:00:00Z,Sat,UTA,HOU,NA,NA,NA
2020,2020-02-23,2020-02-23T03:30:00Z,Sun,LAL,BOS,NA,NA,NA
2020,2020-02-23,2020-02-23T06:00:00Z,Sun,DEN,MIN,NA,NA,NA
2020,2020-02-23,2020-02-23T06:00:00Z,Sun,TOR,IND,NA,NA,NA
2020,2020-02-23,2020-02-23T07:00:00Z,Sun,CHI,WAS,NA,NA,NA
2020,2020-02-23,2020-02-23T07:00:00Z,Sun,OKC,SAS,NA,NA,NA
2020,2020-02-23,2020-02-23T08:30:00Z,Sun,GSW,NOP,NA,NA,NA
2020,2020-02-23,2020-02-23T09:00:00Z,Sun,POR,DET,NA,NA,NA
2020,2020-02-24,2020-02-24T07:00:00Z,Mon,CLE,MIA,NA,NA,NA
2020,2020-02-24,2020-02-24T07:00:00Z,Mon,PHI,ATL,NA,NA,NA
2020,2020-02-24,2020-02-24T07:00:00Z,Mon,WAS,MIL,NA,NA,NA
2020,2020-02-24,2020-02-24T07:30:00Z,Mon,BRK,ORL,NA,NA,NA
2020,2020-02-24,2020-02-24T08:00:00Z,Mon,HOU,NYK,NA,NA,NA
2020,2020-02-24,2020-02-24T08:30:00Z,Mon,DAL,MIN,NA,NA,NA
2020,2020-02-24,2020-02-24T09:00:00Z,Mon,UTA,PHO,NA,NA,NA
2020,2020-02-24,2020-02-24T10:30:00Z,Mon,LAC,MEM,NA,NA,NA
2020,2020-02-25,2020-02-25T07:00:00Z,Tue,IND,CHO,NA,NA,NA
2020,2020-02-25,2020-02-25T07:30:00Z,Tue,TOR,MIL,NA,NA,NA
2020,2020-02-25,2020-02-25T08:00:00Z,Tue,CHI,OKC,NA,NA,NA
2020,2020-02-25,2020-02-25T09:00:00Z,Tue,DEN,DET,NA,NA,NA
2020,2020-02-25,2020-02-25T10:00:00Z,Tue,LAL,NOP,NA,NA,NA
2020,2020-02-25,2020-02-25T10:00:00Z,Tue,POR,BOS,NA,NA,NA
2020,2020-02-25,2020-02-25T10:30:00Z,Tue,GSW,SAC,NA,NA,NA
2020,2020-02-26,2020-02-26T07:00:00Z,Wed,CHO,NYK,NA,NA,NA
2020,2020-02-26,2020-02-26T07:00:00Z,Wed,CLE,PHI,NA,NA,NA
2020,2020-02-26,2020-02-26T07:00:00Z,Wed,WAS,BRK,NA,NA,NA
2020,2020-02-26,2020-02-26T07:30:00Z,Wed,ATL,ORL,NA,NA,NA
2020,2020-02-26,2020-02-26T07:30:00Z,Wed,MIA,MIN,NA,NA,NA
2020,2020-02-26,2020-02-26T07:30:00Z,Wed,SAS,DAL,NA,NA,NA
2020,2020-02-26,2020-02-26T08:00:00Z,Wed,HOU,MEM,NA,NA,NA
2020,2020-02-26,2020-02-26T09:00:00Z,Wed,PHO,LAC,NA,NA,NA
2020,2020-02-26,2020-02-26T10:00:00Z,Wed,UTA,BOS,NA,NA,NA
2020,2020-02-27,2020-02-27T07:00:00Z,Thu,PHI,NYK,NA,NA,NA
2020,2020-02-27,2020-02-27T08:00:00Z,Thu,IND,POR,NA,NA,NA
2020,2020-02-27,2020-02-27T08:00:00Z,Thu,OKC,SAC,NA,NA,NA
2020,2020-02-27,2020-02-27T10:30:00Z,Thu,GSW,LAL,NA,NA,NA
2020,2020-02-28,2020-02-28T07:00:00Z,Fri,ORL,MIN,NA,NA,NA
2020,2020-02-28,2020-02-28T07:30:00Z,Fri,ATL,BRK,NA,NA,NA
2020,2020-02-28,2020-02-28T07:30:00Z,Fri,TOR,CHO,NA,NA,NA
2020,2020-02-28,2020-02-28T08:00:00Z,Fri,MEM,SAC,NA,NA,NA
2020,2020-02-28,2020-02-28T08:00:00Z,Fri,MIA,DAL,NA,NA,NA
2020,2020-02-28,2020-02-28T08:00:00Z,Fri,MIL,OKC,NA,NA,NA
2020,2020-02-28,2020-02-28T08:00:00Z,Fri,NOP,CLE,NA,NA,NA
2020,2020-02-28,2020-02-28T09:00:00Z,Fri,PHO,DET,NA,NA,NA
2020,2020-02-28,2020-02-28T09:00:00Z,Fri,UTA,WAS,NA,NA,NA
2020,2020-02-28,2020-02-28T10:30:00Z,Fri,LAC,DEN,NA,NA,NA
2020,2020-02-29,2020-02-29T05:00:00Z,Sat,NYK,CHI,NA,NA,NA
2020,2020-02-29,2020-02-29T07:30:00Z,Sat,ATL,POR,NA,NA,NA
2020,2020-02-29,2020-02-29T07:30:00Z,Sat,MIA,BRK,NA,NA,NA
2020,2020-02-29,2020-02-29T08:00:00Z,Sat,CLE,IND,NA,NA,NA
2020,2020-02-29,2020-02-29T08:00:00Z,Sat,MEM,LAL,NA,NA,NA
2020,2020-02-29,2020-02-29T08:30:00Z,Sat,BOS,HOU,NA,NA,NA
2020,2020-02-29,2020-02-29T08:30:00Z,Sat,SAS,ORL,NA,NA,NA
2020,2020-02-29,2020-02-29T09:00:00Z,Sat,PHO,GSW,NA,NA,NA
2020,2020-03-01,2020-03-01T01:00:00Z,Sun,CHO,MIL,NA,NA,NA
2020,2020-03-01,2020-03-01T03:30:00Z,Sun,LAC,PHI,NA,NA,NA
2020,2020-03-01,2020-03-01T03:30:00Z,Sun,MIN,DAL,NA,NA,NA
2020,2020-03-01,2020-03-01T06:00:00Z,Sun,DEN,TOR,NA,NA,NA
2020,2020-03-01,2020-03-01T06:00:00Z,Sun,SAC,DET,NA,NA,NA
2020,2020-03-01,2020-03-01T08:00:00Z,Sun,NOP,LAL,NA,NA,NA
2020,2020-03-01,2020-03-01T08:30:00Z,Sun,GSW,WAS,NA,NA,NA
2020,2020-03-02,2020-03-02T07:00:00Z,Mon,CLE,UTA,NA,NA,NA
2020,2020-03-02,2020-03-02T07:00:00Z,Mon,NYK,HOU,NA,NA,NA
2020,2020-03-02,2020-03-02T07:00:00Z,Mon,ORL,POR,NA,NA,NA
2020,2020-03-02,2020-03-02T07:30:00Z,Mon,ATL,MEM,NA,NA,NA
2020,2020-03-02,2020-03-02T07:30:00Z,Mon,MIA,MIL,NA,NA,NA
2020,2020-03-02,2020-03-02T08:00:00Z,Mon,CHI,DAL,NA,NA,NA
2020,2020-03-02,2020-03-02T08:30:00Z,Mon,SAS,IND,NA,NA,NA
2020,2020-03-03,2020-03-03T07:00:00Z,Tue,CHO,SAS,NA,NA,NA
2020,2020-03-03,2020-03-03T07:30:00Z,Tue,BOS,BRK,NA,NA,NA
2020,2020-03-03,2020-03-03T08:00:00Z,Tue,NOP,MIN,NA,NA,NA
2020,2020-03-03,2020-03-03T08:00:00Z,Tue,OKC,LAC,NA,NA,NA
2020,2020-03-03,2020-03-03T09:00:00Z,Tue,DEN,GSW,NA,NA,NA
2020,2020-03-03,2020-03-03T09:00:00Z,Tue,PHO,TOR,NA,NA,NA
2020,2020-03-03,2020-03-03T10:00:00Z,Tue,LAL,PHI,NA,NA,NA
2020,2020-03-03,2020-03-03T10:00:00Z,Tue,SAC,WAS,NA,NA,NA
2020,2020-03-04,2020-03-04T07:00:00Z,Wed,CLE,BOS,NA,NA,NA
2020,2020-03-04,2020-03-04T07:00:00Z,Wed,DET,OKC,NA,NA,NA
2020,2020-03-04,2020-03-04T07:00:00Z,Wed,MIA,ORL,NA,NA,NA
2020,2020-03-04,2020-03-04T07:30:00Z,Wed,BRK,MEM,NA,NA,NA
2020,2020-03-04,2020-03-04T07:30:00Z,Wed,NYK,UTA,NA,NA,NA
2020,2020-03-04,2020-03-04T08:00:00Z,Wed,MIN,CHI,NA,NA,NA
2020,2020-03-04,2020-03-04T08:30:00Z,Wed,DAL,NOP,NA,NA,NA
2020,2020-03-04,2020-03-04T09:30:00Z,Wed,MIL,IND,NA,NA,NA
2020,2020-03-04,2020-03-04T10:00:00Z,Wed,POR,WAS,NA,NA,NA
2020,2020-03-05,2020-03-05T07:00:00Z,Thu,CHO,DEN,NA,NA,NA
2020,2020-03-05,2020-03-05T08:00:00Z,Thu,HOU,LAC,NA,NA,NA
2020,2020-03-05,2020-03-05T10:00:00Z,Thu,SAC,PHI,NA,NA,NA
2020,2020-03-05,2020-03-05T10:30:00Z,Thu,GSW,TOR,NA,NA,NA
2020,2020-03-06,2020-03-06T07:00:00Z,Fri,WAS,ATL,NA,NA,NA
2020,2020-03-06,2020-03-06T07:30:00Z,Fri,BRK,SAS,NA,NA,NA
2020,2020-03-06,2020-03-06T07:30:00Z,Fri,NYK,OKC,NA,NA,NA
2020,2020-03-06,2020-03-06T08:00:00Z,Fri,BOS,UTA,NA,NA,NA
2020,2020-03-06,2020-03-06T08:00:00Z,Fri,CHI,IND,NA,NA,NA
2020,2020-03-06,2020-03-06T08:00:00Z,Fri,MIN,ORL,NA,NA,NA
2020,2020-03-06,2020-03-06T08:00:00Z,Fri,NOP,MIA,NA,NA,NA
2020,2020-03-06,2020-03-06T08:30:00Z,Fri,DAL,MEM,NA,NA,NA
2020,2020-03-06,2020-03-06T09:00:00Z,Fri,PHO,POR,NA,NA,NA
2020,2020-03-06,2020-03-06T10:30:00Z,Fri,LAL,MIL,NA,NA,NA
2020,2020-03-07,2020-03-07T05:00:00Z,Sat,CHO,HOU,NA,NA,NA
2020,2020-03-07,2020-03-07T07:00:00Z,Sat,DET,UTA,NA,NA,NA
2020,2020-03-07,2020-03-07T07:30:00Z,Sat,CLE,DEN,NA,NA,NA
2020,2020-03-07,2020-03-07T08:00:00Z,Sat,MEM,ATL,NA,NA,NA
2020,2020-03-07,2020-03-07T08:30:00Z,Sat,GSW,PHI,NA,NA,NA
2020,2020-03-07,2020-03-07T10:00:00Z,Sat,POR,SAC,NA,NA,NA
2020,2020-03-08,2020-03-08T03:00:00Z,Sun,BRK,CHI,NA,NA,NA
2020,2020-03-08,2020-03-08T03:30:00Z,Sun,LAC,LAL,NA,NA,NA
2020,2020-03-08,2020-03-08T03:30:00Z,Sun,MIN,NOP,NA,NA,NA
2020,2020-03-08,2020-03-08T06:00:00Z,Sun,BOS,OKC,NA,NA,NA
2020,2020-03-08,2020-03-08T06:00:00Z,Sun,PHO,MIL,NA,NA,NA
2020,2020-03-08,2020-03-08T07:00:00Z,Sun,DAL,IND,NA,NA,NA
2020,2020-03-08,2020-03-08T07:00:00Z,Sun,HOU,ORL,NA,NA,NA
2020,2020-03-08,2020-03-08T07:00:00Z,Sun,WAS,MIA,NA,NA,NA
2020,2020-03-08,2020-03-08T07:30:00Z,Sun,CLE,SAS,NA,NA,NA
2020,2020-03-08,2020-03-08T07:30:00Z,Sun,NYK,DET,NA,NA,NA
2020,2020-03-08,2020-03-08T09:00:00Z,Sun,SAC,TOR,NA,NA,NA
2020,2020-03-09,2020-03-09T07:30:00Z,Mon,ATL,CHO,NA,NA,NA
2020,2020-03-09,2020-03-09T09:00:00Z,Mon,DEN,MIL,NA,NA,NA
2020,2020-03-09,2020-03-09T09:00:00Z,Mon,UTA,TOR,NA,NA,NA
2020,2020-03-10,2020-03-10T07:00:00Z,Tue,IND,BOS,NA,NA,NA
2020,2020-03-10,2020-03-10T07:00:00Z,Tue,WAS,NYK,NA,NA,NA
2020,2020-03-10,2020-03-10T08:00:00Z,Tue,CHI,CLE,NA,NA,NA
2020,2020-03-10,2020-03-10T08:00:00Z,Tue,HOU,MIN,NA,NA,NA
2020,2020-03-10,2020-03-10T08:00:00Z,Tue,MEM,ORL,NA,NA,NA
2020,2020-03-10,2020-03-10T08:00:00Z,Tue,SAS,DAL,NA,NA,NA
2020,2020-03-10,2020-03-10T10:00:00Z,Tue,POR,PHO,NA,NA,NA
2020,2020-03-10,2020-03-10T10:30:00Z,Tue,GSW,LAC,NA,NA,NA
2020,2020-03-10,2020-03-10T10:30:00Z,Tue,LAL,BRK,NA,NA,NA
2020,2020-03-11,2020-03-11T07:30:00Z,Wed,ATL,NYK,NA,NA,NA
2020,2020-03-11,2020-03-11T07:30:00Z,Wed,MIA,CHO,NA,NA,NA
2020,2020-03-11,2020-03-11T07:30:00Z,Wed,PHI,DET,NA,NA,NA
2020,2020-03-11,2020-03-11T08:00:00Z,Wed,OKC,UTA,NA,NA,NA
2020,2020-03-11,2020-03-11T08:30:00Z,Wed,DAL,DEN,NA,NA,NA
2020,2020-03-11,2020-03-11T10:00:00Z,Wed,SAC,NOP,NA,NA,NA
2020,2020-03-12,2020-03-12T07:00:00Z,Thu,ORL,CHI,NA,NA,NA
2020,2020-03-12,2020-03-12T08:00:00Z,Thu,MIL,BOS,NA,NA,NA
2020,2020-03-12,2020-03-12T10:00:00Z,Thu,POR,MEM,NA,NA,NA
2020,2020-03-12,2020-03-12T10:30:00Z,Thu,GSW,BRK,NA,NA,NA
2020,2020-03-12,2020-03-12T10:30:00Z,Thu,LAL,HOU,NA,NA,NA
2020,2020-03-13,2020-03-13T07:00:00Z,Fri,CHO,CLE,NA,NA,NA
2020,2020-03-13,2020-03-13T07:30:00Z,Fri,BOS,WAS,NA,NA,NA
2020,2020-03-13,2020-03-13T08:00:00Z,Fri,MIA,NYK,NA,NA,NA
2020,2020-03-13,2020-03-13T08:00:00Z,Fri,OKC,MIN,NA,NA,NA
2020,2020-03-13,2020-03-13T08:30:00Z,Fri,SAS,DEN,NA,NA,NA
2020,2020-03-13,2020-03-13T09:00:00Z,Fri,UTA,NOP,NA,NA,NA
2020,2020-03-13,2020-03-13T10:30:00Z,Fri,LAC,BRK,NA,NA,NA
2020,2020-03-14,2020-03-14T02:00:00Z,Sat,DAL,PHO,NA,NA,NA
2020,2020-03-14,2020-03-14T07:30:00Z,Sat,ATL,CLE,NA,NA,NA
2020,2020-03-14,2020-03-14T07:30:00Z,Sat,PHI,IND,NA,NA,NA
2020,2020-03-14,2020-03-14T07:30:00Z,Sat,TOR,DET,NA,NA,NA
2020,2020-03-14,2020-03-14T08:00:00Z,Sat,MIA,CHI,NA,NA,NA
2020,2020-03-14,2020-03-14T08:30:00Z,Sat,MIL,GSW,NA,NA,NA
2020,2020-03-14,2020-03-14T08:30:00Z,Sat,SAS,MIN,NA,NA,NA
2020,2020-03-14,2020-03-14T09:00:00Z,Sat,UTA,MEM,NA,NA,NA
2020,2020-03-14,2020-03-14T10:30:00Z,Sat,LAC,NOP,NA,NA,NA
2020,2020-03-15,2020-03-15T03:30:00Z,Sun,POR,HOU,NA,NA,NA
2020,2020-03-15,2020-03-15T06:00:00Z,Sun,ORL,CHO,NA,NA,NA
2020,2020-03-15,2020-03-15T06:00:00Z,Sun,WAS,OKC,NA,NA,NA
2020,2020-03-15,2020-03-15T08:00:00Z,Sun,CHI,BOS,NA,NA,NA
2020,2020-03-15,2020-03-15T09:00:00Z,Sun,LAL,DEN,NA,NA,NA
2020,2020-03-15,2020-03-15T09:00:00Z,Sun,SAC,BRK,NA,NA,NA
