eventId,eventUid,eventDate,eventName,eventShortName,venueFullName,venueCity,teamNameHome,teamAbbreviationHome,teamScoreHome,teamNameAway,teamAbbreviationAway,teamScoreAway
401030782,s:20~l:28~e:401030782,2018-09-23T17:00Z,Indianapolis Colts at Philadelphia Eagles,IND @ PHI,Lincoln Financial Field,Philadelphia,Eagles,PHI,0,Colts,IND,0
401030781,s:20~l:28~e:401030781,2018-09-23T17:00Z,Green Bay Packers at Washington Redskins,GB @ WSH,FedEx Field,Landover,Redskins,WSH,0,Packers,GB,0
401030790,s:20~l:28~e:401030790,2018-09-23T17:00Z,Cincinnati Bengals at Carolina Panthers,CIN @ CAR,Bank of America Stadium,Charlotte,Panthers,CAR,0,Bengals,CIN,0
401030794,s:20~l:28~e:401030794,2018-09-23T17:00Z,Tennessee Titans at Jacksonville Jaguars,TEN @ JAX,TIAA Bank Field,Jacksonville,Jaguars,JAX,0,Titans,TEN,0
401030788,s:20~l:28~e:401030788,2018-09-23T17:00Z,Denver Broncos at Baltimore Ravens,DEN @ BAL,M&T Bank Stadium,Baltimore,Ravens,BAL,0,Broncos,DEN,0
401030791,s:20~l:28~e:401030791,2018-09-23T17:00Z,New York Giants at Houston Texans,NYG @ HOU,NRG Stadium,Houston,Texans,HOU,0,Giants,NYG,0
401030798,s:20~l:28~e:401030798,2018-09-23T20:05Z,Los Angeles Chargers at Los Angeles Rams,LAC @ LAR,Los Angeles Memorial Coliseum,Los Angeles,Rams,LAR,0,Chargers,LAC,0
401030801,s:20~l:28~e:401030801,2018-09-23T20:25Z,Chicago Bears at Arizona Cardinals,CHI @ ARI,U of Phoenix Stadium,Glendale,Cardinals,ARI,0,Bears,CHI,0
401030799,s:20~l:28~e:401030799,2018-09-23T20:25Z,Dallas Cowboys at Seattle Seahawks,DAL @ SEA,CenturyLink Field,Seattle,Seahawks,SEA,0,Cowboys,DAL,0
401030802,s:20~l:28~e:401030802,2018-09-24T00:20Z,New England Patriots at Detroit Lions,NE @ DET,Ford Field,Detroit,Lions,DET,0,Patriots,NE,0
401030805,s:20~l:28~e:401030805,2018-09-25T00:15Z,Pittsburgh Steelers at Tampa Bay Buccaneers,PIT @ TB,Raymond James Stadium,Tampa,Buccaneers,TB,0,Steelers,PIT,0
401030839,s:20~l:28~e:401030839,2018-09-28T00:20Z,Minnesota Vikings at Los Angeles Rams,MIN @ LAR,Los Angeles Memorial Coliseum,Los Angeles,Rams,LAR,0,Vikings,MIN,0
401030847,s:20~l:28~e:401030847,2018-09-30T17:00Z,Cincinnati Bengals at Atlanta Falcons,CIN @ ATL,Mercedes-Benz Stadium,Atlanta,Falcons,ATL,0,Bengals,CIN,0
401030846,s:20~l:28~e:401030846,2018-09-30T17:00Z,Tampa Bay Buccaneers at Chicago Bears,TB @ CHI,Soldier Field,Chicago,Bears,CHI,0,Buccaneers,TB,0
401030845,s:20~l:28~e:401030845,2018-09-30T17:00Z,Detroit Lions at Dallas Cowboys,DET @ DAL,AT&T Stadium,Arlington,Cowboys,DAL,0,Lions,DET,0
401030844,s:20~l:28~e:401030844,2018-09-30T17:00Z,Buffalo Bills at Green Bay Packers,BUF @ GB,Lambeau Field,Green Bay,Packers,GB,0,Bills,BUF,0
401030842,s:20~l:28~e:401030842,2018-09-30T17:00Z,Philadelphia Eagles at Tennessee Titans,PHI @ TEN,Nissan Stadium,Nashville,Titans,TEN,0,Eagles,PHI,0
401030843,s:20~l:28~e:401030843,2018-09-30T17:00Z,Houston Texans at Indianapolis Colts,HOU @ IND,Lucas Oil Stadium,Indianapolis,Colts,IND,0,Texans,HOU,0
401030841,s:20~l:28~e:401030841,2018-09-30T17:00Z,Miami Dolphins at New England Patriots,MIA @ NE,Gillette Stadium,Foxboro,Patriots,NE,0,Dolphins,MIA,0
401030840,s:20~l:28~e:401030840,2018-09-30T17:00Z,New York Jets at Jacksonville Jaguars,NYJ @ JAX,TIAA Bank Field,Jacksonville,Jaguars,JAX,0,Jets,NYJ,0
401030930,s:20~l:28~e:401030930,2018-09-30T20:05Z,Cleveland Browns at Oakland Raiders,CLE @ OAK,Oakland Coliseum,Oakland,Raiders,OAK,0,Browns,CLE,0
401030848,s:20~l:28~e:401030848,2018-09-30T20:05Z,Seattle Seahawks at Arizona Cardinals,SEA @ ARI,U of Phoenix Stadium,Glendale,Cardinals,ARI,0,Seahawks,SEA,0
401030931,s:20~l:28~e:401030931,2018-09-30T20:25Z,New Orleans Saints at New York Giants,NO @ NYG,MetLife Stadium,East Rutherford,Giants,NYG,0,Saints,NO,0
401030932,s:20~l:28~e:401030932,2018-09-30T20:25Z,San Francisco 49ers at Los Angeles Chargers,SF @ LAC,StubHub Center,Carson,Chargers,LAC,0,49ers,SF,0
401030933,s:20~l:28~e:401030933,2018-10-01T00:20Z,Baltimore Ravens at Pittsburgh Steelers,BAL @ PIT,Heinz Field,Pittsburgh,Steelers,PIT,0,Ravens,BAL,0
401030934,s:20~l:28~e:401030934,2018-10-02T00:15Z,Kansas City Chiefs at Denver Broncos,KC @ DEN,Broncos Stadium at Mile High,Denver,Broncos,DEN,0,Chiefs,KC,0
401030697,s:20~l:28~e:401030697,2018-10-05T00:20Z,Indianapolis Colts at New England Patriots,IND @ NE,Gillette Stadium,Foxboro,Patriots,NE,0,Colts,IND,0
401030702,s:20~l:28~e:401030702,2018-10-07T17:00Z,Tennessee Titans at Buffalo Bills,TEN @ BUF,New Era Field,Buffalo,Bills,BUF,0,Titans,TEN,0
401030785,s:20~l:28~e:401030785,2018-10-07T17:00Z,Miami Dolphins at Cincinnati Bengals,MIA @ CIN,Paul Brown Stadium,Cincinnati,Bengals,CIN,0,Dolphins,MIA,0
401030770,s:20~l:28~e:401030770,2018-10-07T17:00Z,Baltimore Ravens at Cleveland Browns,BAL @ CLE,FirstEnergy Stadium,Cleveland,Browns,CLE,0,Ravens,BAL,0
401030745,s:20~l:28~e:401030745,2018-10-07T17:00Z,Green Bay Packers at Detroit Lions,GB @ DET,Ford Field,Detroit,Lions,DET,0,Packers,GB,0
401030741,s:20~l:28~e:401030741,2018-10-07T17:00Z,Jacksonville Jaguars at Kansas City Chiefs,JAX @ KC,Arrowhead Stadium,Kansas City,Chiefs,KC,0,Jaguars,JAX,0
401030734,s:20~l:28~e:401030734,2018-10-07T17:00Z,Denver Broncos at New York Jets,DEN @ NYJ,MetLife Stadium,East Rutherford,Jets,NYJ,0,Broncos,DEN,0
401030709,s:20~l:28~e:401030709,2018-10-07T17:00Z,Atlanta Falcons at Pittsburgh Steelers,ATL @ PIT,Heinz Field,Pittsburgh,Steelers,PIT,0,Falcons,ATL,0
401030778,s:20~l:28~e:401030778,2018-10-07T17:00Z,New York Giants at Carolina Panthers,NYG @ CAR,Bank of America Stadium,Charlotte,Panthers,CAR,0,Giants,NYG,0
401030793,s:20~l:28~e:401030793,2018-10-07T20:05Z,Oakland Raiders at Los Angeles Chargers,OAK @ LAC,StubHub Center,Carson,Chargers,LAC,0,Raiders,OAK,0
401030803,s:20~l:28~e:401030803,2018-10-07T20:25Z,Minnesota Vikings at Philadelphia Eagles,MIN @ PHI,Lincoln Financial Field,Philadelphia,Eagles,PHI,0,Vikings,MIN,0
401030797,s:20~l:28~e:401030797,2018-10-07T20:25Z,Arizona Cardinals at San Francisco 49ers,ARI @ SF,Levi's Stadium,Santa Clara,49ers,SF,0,Cardinals,ARI,0
401030808,s:20~l:28~e:401030808,2018-10-07T20:25Z,Los Angeles Rams at Seattle Seahawks,LAR @ SEA,CenturyLink Field,Seattle,Seahawks,SEA,0,Rams,LAR,0
401030831,s:20~l:28~e:401030831,2018-10-08T00:20Z,Dallas Cowboys at Houston Texans,DAL @ HOU,NRG Stadium,Houston,Texans,HOU,0,Cowboys,DAL,0
401030834,s:20~l:28~e:401030834,2018-10-09T00:15Z,Washington Redskins at New Orleans Saints,WSH @ NO,Mercedes-Benz Superdome,New Orleans,Saints,NO,0,Redskins,WSH,0
401030692,s:20~l:28~e:401030692,2018-10-12T00:20Z,Philadelphia Eagles at New York Giants,PHI @ NYG,MetLife Stadium,East Rutherford,Giants,NYG,0,Eagles,PHI,0
401030695,s:20~l:28~e:401030695,2018-10-14T17:00Z,Tampa Bay Buccaneers at Atlanta Falcons,TB @ ATL,Mercedes-Benz Stadium,Atlanta,Falcons,ATL,0,Buccaneers,TB,0
401030743,s:20~l:28~e:401030743,2018-10-14T17:00Z,Pittsburgh Steelers at Cincinnati Bengals,PIT @ CIN,Paul Brown Stadium,Cincinnati,Bengals,CIN,0,Steelers,PIT,0
401030746,s:20~l:28~e:401030746,2018-10-14T17:00Z,Los Angeles Chargers at Cleveland Browns,LAC @ CLE,FirstEnergy Stadium,Cleveland,Browns,CLE,0,Chargers,LAC,0
401030706,s:20~l:28~e:401030706,2018-10-14T17:00Z,Seattle Seahawks at Oakland Raiders,SEA @ OAK,Wembley Stadium,London,Raiders,OAK,0,Seahawks,SEA,0
401030771,s:20~l:28~e:401030771,2018-10-14T17:00Z,Chicago Bears at Miami Dolphins,CHI @ MIA,Hard Rock Stadium,Miami Gardens,Dolphins,MIA,0,Bears,CHI,0
401030742,s:20~l:28~e:401030742,2018-10-14T17:00Z,Arizona Cardinals at Minnesota Vikings,ARI @ MIN,U.S. Bank Stadium,Minneapolis,Vikings,MIN,0,Cardinals,ARI,0
401030737,s:20~l:28~e:401030737,2018-10-14T17:00Z,Indianapolis Colts at New York Jets,IND @ NYJ,MetLife Stadium,East Rutherford,Jets,NYJ,0,Colts,IND,0
401030701,s:20~l:28~e:401030701,2018-10-14T17:00Z,Carolina Panthers at Washington Redskins,CAR @ WSH,FedEx Field,Landover,Redskins,WSH,0,Panthers,CAR,0
401030748,s:20~l:28~e:401030748,2018-10-14T17:00Z,Buffalo Bills at Houston Texans,BUF @ HOU,NRG Stadium,Houston,Texans,HOU,0,Bills,BUF,0
401030773,s:20~l:28~e:401030773,2018-10-14T20:05Z,Los Angeles Rams at Denver Broncos,LAR @ DEN,Broncos Stadium at Mile High,Denver,Broncos,DEN,0,Rams,LAR,0
401030776,s:20~l:28~e:401030776,2018-10-14T20:25Z,Jacksonville Jaguars at Dallas Cowboys,JAX @ DAL,AT&T Stadium,Arlington,Cowboys,DAL,0,Jaguars,JAX,0
401030774,s:20~l:28~e:401030774,2018-10-14T20:25Z,Baltimore Ravens at Tennessee Titans,BAL @ TEN,Nissan Stadium,Nashville,Titans,TEN,0,Ravens,BAL,0
401030779,s:20~l:28~e:401030779,2018-10-15T00:20Z,Kansas City Chiefs at New England Patriots,KC @ NE,Gillette Stadium,Foxboro,Patriots,NE,0,Chiefs,KC,0
401030783,s:20~l:28~e:401030783,2018-10-16T00:15Z,San Francisco 49ers at Green Bay Packers,SF @ GB,Lambeau Field,Green Bay,Packers,GB,0,49ers,SF,0
401030800,s:20~l:28~e:401030800,2018-10-19T00:20Z,Denver Broncos at Arizona Cardinals,DEN @ ARI,U of Phoenix Stadium,Glendale,Cardinals,ARI,0,Broncos,DEN,0
401030792,s:20~l:28~e:401030792,2018-10-21T13:30Z,Tennessee Titans at Los Angeles Chargers,TEN @ LAC,Wembley Stadium,London,Chargers,LAC,0,Titans,TEN,0
401030832,s:20~l:28~e:401030832,2018-10-21T17:00Z,New England Patriots at Chicago Bears,NE @ CHI,Soldier Field,Chicago,Bears,CHI,0,Patriots,NE,0
401030833,s:20~l:28~e:401030833,2018-10-21T17:00Z,Buffalo Bills at Indianapolis Colts,BUF @ IND,Lucas Oil Stadium,Indianapolis,Colts,IND,0,Bills,BUF,0
401030804,s:20~l:28~e:401030804,2018-10-21T17:00Z,Cincinnati Bengals at Kansas City Chiefs,CIN @ KC,Arrowhead Stadium,Kansas City,Chiefs,KC,0,Bengals,CIN,0
401030830,s:20~l:28~e:401030830,2018-10-21T17:00Z,Detroit Lions at Miami Dolphins,DET @ MIA,Hard Rock Stadium,Miami Gardens,Dolphins,MIA,0,Lions,DET,0
401030809,s:20~l:28~e:401030809,2018-10-21T17:00Z,Minnesota Vikings at New York Jets,MIN @ NYJ,MetLife Stadium,East Rutherford,Jets,NYJ,0,Vikings,MIN,0
401030807,s:20~l:28~e:401030807,2018-10-21T17:00Z,Carolina Panthers at Philadelphia Eagles,CAR @ PHI,Lincoln Financial Field,Philadelphia,Eagles,PHI,0,Panthers,CAR,0
401030806,s:20~l:28~e:401030806,2018-10-21T17:00Z,Cleveland Browns at Tampa Bay Buccaneers,CLE @ TB,Raymond James Stadium,Tampa,Buccaneers,TB,0,Browns,CLE,0
401030835,s:20~l:28~e:401030835,2018-10-21T17:00Z,Houston Texans at Jacksonville Jaguars,HOU @ JAX,TIAA Bank Field,Jacksonville,Jaguars,JAX,0,Texans,HOU,0
401030836,s:20~l:28~e:401030836,2018-10-21T20:05Z,New Orleans Saints at Baltimore Ravens,NO @ BAL,M&T Bank Stadium,Baltimore,Ravens,BAL,0,Saints,NO,0
401030837,s:20~l:28~e:401030837,2018-10-21T20:25Z,Dallas Cowboys at Washington Redskins,DAL @ WSH,FedEx Field,Landover,Redskins,WSH,0,Cowboys,DAL,0
401030838,s:20~l:28~e:401030838,2018-10-22T00:20Z,Los Angeles Rams at San Francisco 49ers,LAR @ SF,Levi's Stadium,Santa Clara,49ers,SF,0,Rams,LAR,0
401030796,s:20~l:28~e:401030796,2018-10-23T00:15Z,New York Giants at Atlanta Falcons,NYG @ ATL,Mercedes-Benz Stadium,Atlanta,Falcons,ATL,0,Giants,NYG,0
401030703,s:20~l:28~e:401030703,2018-10-26T00:20Z,Miami Dolphins at Houston Texans,MIA @ HOU,NRG Stadium,Houston,Texans,HOU,0,Dolphins,MIA,0
401030699,s:20~l:28~e:401030699,2018-10-28T13:30Z,Philadelphia Eagles at Jacksonville Jaguars,PHI @ JAX,Wembley Stadium,London,Jaguars,JAX,0,Eagles,PHI,0
401030747,s:20~l:28~e:401030747,2018-10-28T17:00Z,New York Jets at Chicago Bears,NYJ @ CHI,Soldier Field,Chicago,Bears,CHI,0,Jets,NYJ,0
401030744,s:20~l:28~e:401030744,2018-10-28T17:00Z,Tampa Bay Buccaneers at Cincinnati Bengals,TB @ CIN,Paul Brown Stadium,Cincinnati,Bengals,CIN,0,Buccaneers,TB,0
401030740,s:20~l:28~e:401030740,2018-10-28T17:00Z,Seattle Seahawks at Detroit Lions,SEA @ DET,Ford Field,Detroit,Lions,DET,0,Seahawks,SEA,0
401030707,s:20~l:28~e:401030707,2018-10-28T17:00Z,Denver Broncos at Kansas City Chiefs,DEN @ KC,Arrowhead Stadium,Kansas City,Chiefs,KC,0,Broncos,DEN,0
401030735,s:20~l:28~e:401030735,2018-10-28T17:00Z,Washington Redskins at New York Giants,WSH @ NYG,MetLife Stadium,East Rutherford,Giants,NYG,0,Redskins,WSH,0
401030731,s:20~l:28~e:401030731,2018-10-28T17:00Z,Cleveland Browns at Pittsburgh Steelers,CLE @ PIT,Heinz Field,Pittsburgh,Steelers,PIT,0,Browns,CLE,0
401030849,s:20~l:28~e:401030849,2018-10-28T17:00Z,Baltimore Ravens at Carolina Panthers,BAL @ CAR,Bank of America Stadium,Charlotte,Panthers,CAR,0,Ravens,BAL,0
401030749,s:20~l:28~e:401030749,2018-10-28T20:05Z,Indianapolis Colts at Oakland Raiders,IND @ OAK,Oakland Coliseum,Oakland,Raiders,OAK,0,Colts,IND,0
401030780,s:20~l:28~e:401030780,2018-10-28T20:25Z,Green Bay Packers at Los Angeles Rams,GB @ LAR,Los Angeles Memorial Coliseum,Los Angeles,Rams,LAR,0,Packers,GB,0
401030772,s:20~l:28~e:401030772,2018-10-28T20:25Z,San Francisco 49ers at Arizona Cardinals,SF @ ARI,U of Phoenix Stadium,Glendale,Cardinals,ARI,0,49ers,SF,0
401030786,s:20~l:28~e:401030786,2018-10-29T00:20Z,New Orleans Saints at Minnesota Vikings,NO @ MIN,U.S. Bank Stadium,Minneapolis,Vikings,MIN,0,Saints,NO,0
401030789,s:20~l:28~e:401030789,2018-10-30T00:15Z,New England Patriots at Buffalo Bills,NE @ BUF,New Era Field,Buffalo,Bills,BUF,0,Patriots,NE,0
401030767,s:20~l:28~e:401030767,2018-11-02T00:20Z,Oakland Raiders at San Francisco 49ers,OAK @ SF,Levi's Stadium,Santa Clara,49ers,SF,0,Raiders,OAK,0
401030769,s:20~l:28~e:401030769,2018-11-04T18:00Z,Chicago Bears at Buffalo Bills,CHI @ BUF,New Era Field,Buffalo,Bills,BUF,0,Bears,CHI,0
401030814,s:20~l:28~e:401030814,2018-11-04T18:00Z,Kansas City Chiefs at Cleveland Browns,KC @ CLE,FirstEnergy Stadium,Cleveland,Browns,CLE,0,Chiefs,KC,0
401030816,s:20~l:28~e:401030816,2018-11-04T18:00Z,New York Jets at Miami Dolphins,NYJ @ MIA,Hard Rock Stadium,Miami Gardens,Dolphins,MIA,0,Jets,NYJ,0
401030822,s:20~l:28~e:401030822,2018-11-04T18:00Z,Detroit Lions at Minnesota Vikings,DET @ MIN,U.S. Bank Stadium,Minneapolis,Vikings,MIN,0,Lions,DET,0
401030826,s:20~l:28~e:401030826,2018-11-04T18:00Z,Atlanta Falcons at Washington Redskins,ATL @ WSH,FedEx Field,Landover,Redskins,WSH,0,Falcons,ATL,0
401030811,s:20~l:28~e:401030811,2018-11-04T18:00Z,Tampa Bay Buccaneers at Carolina Panthers,TB @ CAR,Bank of America Stadium,Charlotte,Panthers,CAR,0,Buccaneers,TB,0
401030819,s:20~l:28~e:401030819,2018-11-04T18:00Z,Pittsburgh Steelers at Baltimore Ravens,PIT @ BAL,M&T Bank Stadium,Baltimore,Ravens,BAL,0,Steelers,PIT,0
401030829,s:20~l:28~e:401030829,2018-11-04T21:05Z,Houston Texans at Denver Broncos,HOU @ DEN,Broncos Stadium at Mile High,Denver,Broncos,DEN,0,Texans,HOU,0
401030852,s:20~l:28~e:401030852,2018-11-04T21:05Z,Los Angeles Chargers at Seattle Seahawks,LAC @ SEA,CenturyLink Field,Seattle,Seahawks,SEA,0,Chargers,LAC,0
401030855,s:20~l:28~e:401030855,2018-11-04T21:25Z,Los Angeles Rams at New Orleans Saints,LAR @ NO,Mercedes-Benz Superdome,New Orleans,Saints,NO,0,Rams,LAR,0
401030858,s:20~l:28~e:401030858,2018-11-05T01:20Z,Green Bay Packers at New England Patriots,GB @ NE,Gillette Stadium,Foxboro,Patriots,NE,0,Packers,GB,0
401030862,s:20~l:28~e:401030862,2018-11-06T01:15Z,Tennessee Titans at Dallas Cowboys,TEN @ DAL,AT&T Stadium,Arlington,Cowboys,DAL,0,Titans,TEN,0
401030729,s:20~l:28~e:401030729,2018-11-09T01:20Z,Carolina Panthers at Pittsburgh Steelers,CAR @ PIT,Heinz Field,Pittsburgh,Steelers,PIT,0,Panthers,CAR,0
401030810,s:20~l:28~e:401030810,2018-11-11T18:00Z,Detroit Lions at Chicago Bears,DET @ CHI,Soldier Field,Chicago,Bears,CHI,0,Lions,DET,0
401030752,s:20~l:28~e:401030752,2018-11-11T18:00Z,New Orleans Saints at Cincinnati Bengals,NO @ CIN,Paul Brown Stadium,Cincinnati,Bengals,CIN,0,Saints,NO,0
401030754,s:20~l:28~e:401030754,2018-11-11T18:00Z,Atlanta Falcons at Cleveland Browns,ATL @ CLE,FirstEnergy Stadium,Cleveland,Browns,CLE,0,Falcons,ATL,0
401030756,s:20~l:28~e:401030756,2018-11-11T18:00Z,Miami Dolphins at Green Bay Packers,MIA @ GB,Lambeau Field,Green Bay,Packers,GB,0,Dolphins,MIA,0
401030821,s:20~l:28~e:401030821,2018-11-11T18:00Z,New England Patriots at Tennessee Titans,NE @ TEN,Nissan Stadium,Nashville,Titans,TEN,0,Patriots,NE,0
401030766,s:20~l:28~e:401030766,2018-11-11T18:00Z,Jacksonville Jaguars at Indianapolis Colts,JAX @ IND,Lucas Oil Stadium,Indianapolis,Colts,IND,0,Jaguars,JAX,0
401030815,s:20~l:28~e:401030815,2018-11-11T18:00Z,Arizona Cardinals at Kansas City Chiefs,ARI @ KC,Arrowhead Stadium,Kansas City,Chiefs,KC,0,Cardinals,ARI,0
401030853,s:20~l:28~e:401030853,2018-11-11T18:00Z,Buffalo Bills at New York Jets,BUF @ NYJ,MetLife Stadium,East Rutherford,Jets,NYJ,0,Bills,BUF,0
401030828,s:20~l:28~e:401030828,2018-11-11T18:00Z,Washington Redskins at Tampa Bay Buccaneers,WSH @ TB,Raymond James Stadium,Tampa,Buccaneers,TB,0,Redskins,WSH,0
401030859,s:20~l:28~e:401030859,2018-11-11T21:05Z,Los Angeles Chargers at Oakland Raiders,LAC @ OAK,Oakland Coliseum,Oakland,Raiders,OAK,0,Chargers,LAC,0
401030865,s:20~l:28~e:401030865,2018-11-11T21:25Z,Seattle Seahawks at Los Angeles Rams,SEA @ LAR,Los Angeles Memorial Coliseum,Los Angeles,Rams,LAR,0,Seahawks,SEA,0
401030869,s:20~l:28~e:401030869,2018-11-12T01:20Z,Dallas Cowboys at Philadelphia Eagles,DAL @ PHI,Lincoln Financial Field,Philadelphia,Eagles,PHI,0,Cowboys,DAL,0
401030873,s:20~l:28~e:401030873,2018-11-13T01:15Z,New York Giants at San Francisco 49ers,NYG @ SF,Levi's Stadium,Santa Clara,49ers,SF,0,Giants,NYG,0
401030878,s:20~l:28~e:401030878,2018-11-16T01:20Z,Green Bay Packers at Seattle Seahawks,GB @ SEA,CenturyLink Field,Seattle,Seahawks,SEA,0,Packers,GB,0
401030929,s:20~l:28~e:401030929,2018-11-18T18:00Z,Dallas Cowboys at Atlanta Falcons,DAL @ ATL,Mercedes-Benz Stadium,Atlanta,Falcons,ATL,0,Cowboys,DAL,0
401030903,s:20~l:28~e:401030903,2018-11-18T18:00Z,Minnesota Vikings at Chicago Bears,MIN @ CHI,Soldier Field,Chicago,Bears,CHI,0,Vikings,MIN,0
401030910,s:20~l:28~e:401030910,2018-11-18T18:00Z,Carolina Panthers at Detroit Lions,CAR @ DET,Ford Field,Detroit,Lions,DET,0,Panthers,CAR,0
401030922,s:20~l:28~e:401030922,2018-11-18T18:00Z,Tennessee Titans at Indianapolis Colts,TEN @ IND,Lucas Oil Stadium,Indianapolis,Colts,IND,0,Titans,TEN,0
401030963,s:20~l:28~e:401030963,2018-11-18T18:00Z,Philadelphia Eagles at New Orleans Saints,PHI @ NO,Mercedes-Benz Superdome,New Orleans,Saints,NO,0,Eagles,PHI,0
401030952,s:20~l:28~e:401030952,2018-11-18T18:00Z,Tampa Bay Buccaneers at New York Giants,TB @ NYG,MetLife Stadium,East Rutherford,Giants,NYG,0,Buccaneers,TB,0
401030966,s:20~l:28~e:401030966,2018-11-18T18:00Z,Houston Texans at Washington Redskins,HOU @ WSH,FedEx Field,Landover,Redskins,WSH,0,Texans,HOU,0
