season,wk,date,time,tm_home,tm_away,spread_home,total,wday,pts_home,pts_away,ot,tm_winner_straight,tm_winner_spread,total_result
2006,1,2006-09-07,2006-09-07T08:37:00Z,PIT,MIA,-1.5,34.5,Thu,28,17,FALSE,PIT,PIT,O
2006,1,2006-09-10,2006-09-10T01:03:00Z,CAR,ATL,-4.5,39,Sun,6,20,FALSE,ATL,ATL,U
2006,1,2006-09-10,2006-09-10T01:02:00Z,NWE,BUF,-10,41,Sun,19,17,FALSE,NWE,BUF,U
2006,1,2006-09-10,2006-09-10T01:04:00Z,DET,SEA,6,44,Sun,6,9,FALSE,SEA,DET,U
2006,1,2006-09-10,2006-09-10T04:15:00Z,GNB,CHI,3.5,35,Sun,0,26,FALSE,CHI,CHI,U
2006,1,2006-09-10,2006-09-10T01:02:00Z,HOU,PHI,6,37,Sun,10,24,FALSE,PHI,PHI,U
2006,1,2006-09-10,2006-09-10T04:15:00Z,JAX,DAL,2.5,36.5,Sun,24,17,FALSE,JAX,JAX,O
2006,1,2006-09-10,2006-09-10T01:00:00Z,KAN,CIN,1.5,49.5,Sun,10,23,FALSE,CIN,CIN,U
2006,1,2006-09-10,2006-09-10T01:04:00Z,CLE,NOR,-3,36,Sun,14,19,FALSE,NOR,NOR,U
2006,1,2006-09-10,2006-09-10T08:24:00Z,NYG,IND,3,47.5,Sun,21,26,FALSE,IND,IND,U
2006,1,2006-09-10,2006-09-10T01:03:00Z,TEN,NYJ,-2.5,35,Sun,16,23,FALSE,NYJ,NYJ,O
2006,1,2006-09-10,2006-09-10T01:02:00Z,STL,DEN,3.5,46,Sun,18,10,FALSE,STL,STL,U
2006,1,2006-09-10,2006-09-10T01:01:00Z,TAM,BAL,-3,33,Sun,0,27,FALSE,BAL,BAL,U
2006,1,2006-09-10,2006-09-10T04:15:00Z,ARI,SFO,-9.5,44,Sun,34,27,FALSE,ARI,SFO,O
2006,1,2006-09-11,2006-09-11T07:11:00Z,WAS,MIN,-4,35.5,Mon,16,19,FALSE,MIN,MIN,U
2006,1,2006-09-11,2006-09-11T10:25:00Z,OAK,SDG,3,41.5,Mon,0,27,FALSE,SDG,SDG,U
2006,2,2006-09-17,2006-09-17T01:03:00Z,MIA,BUF,-6.5,37,Sun,6,16,FALSE,BUF,BUF,U
2006,2,2006-09-17,2006-09-17T01:03:00Z,MIN,CAR,-2,37.5,Sun,16,13,TRUE,MIN,MIN,U
2006,2,2006-09-17,2006-09-17T01:03:00Z,CIN,CLE,-10.5,40.5,Sun,34,17,FALSE,CIN,CIN,O
2006,2,2006-09-17,2006-09-17T04:06:00Z,SEA,ARI,-7,48,Sun,21,10,FALSE,SEA,SEA,U
2006,2,2006-09-17,2006-09-17T01:03:00Z,CHI,DET,-7,32,Sun,34,7,FALSE,CHI,CHI,O
2006,2,2006-09-17,2006-09-17T01:02:00Z,GNB,NOR,1,40.5,Sun,27,34,FALSE,NOR,NOR,O
2006,2,2006-09-17,2006-09-17T01:03:00Z,IND,HOU,-12.5,47,Sun,43,24,FALSE,IND,IND,O
2006,2,2006-09-17,2006-09-17T04:16:00Z,DEN,KAN,-11,38,Sun,9,6,TRUE,DEN,KAN,U
2006,2,2006-09-17,2006-09-17T01:02:00Z,PHI,NYG,-3,42,Sun,24,30,TRUE,NYG,NYG,O
2006,2,2006-09-17,2006-09-17T04:15:00Z,NYJ,NWE,6,38.5,Sun,17,24,FALSE,NWE,NWE,O
2006,2,2006-09-17,2006-09-17T04:15:00Z,SDG,TEN,-12,38.5,Sun,40,7,FALSE,SDG,SDG,O
2006,2,2006-09-17,2006-09-17T01:02:00Z,BAL,OAK,-13,34,Sun,28,6,FALSE,BAL,BAL,E
2006,2,2006-09-17,2006-09-17T04:06:00Z,SFO,STL,3,44.5,Sun,20,13,FALSE,SFO,SFO,U
2006,2,2006-09-17,2006-09-17T01:05:00Z,ATL,TAM,-4.5,36,Sun,14,3,FALSE,ATL,ATL,U
2006,2,2006-09-17,2006-09-17T08:20:00Z,DAL,WAS,-7,37,Sun,27,10,FALSE,DAL,DAL,E
2006,2,2006-09-18,2006-09-18T08:40:00Z,JAX,PIT,2.5,36.5,Mon,9,0,FALSE,JAX,JAX,U
2006,3,2006-09-24,2006-09-24T01:02:00Z,PIT,CIN,-2,42,Sun,20,28,FALSE,CIN,CIN,O
2006,3,2006-09-24,2006-09-24T04:06:00Z,CLE,BAL,6.5,33,Sun,14,15,FALSE,BAL,CLE,U
2006,3,2006-09-24,2006-09-24T08:20:00Z,NWE,DEN,-6.5,38.5,Sun,7,17,FALSE,DEN,DEN,U
2006,3,2006-09-24,2006-09-24T01:02:00Z,DET,GNB,-6.5,41,Sun,24,31,FALSE,GNB,GNB,O
2006,3,2006-09-24,2006-09-24T01:03:00Z,HOU,WAS,3.5,37.5,Sun,15,31,FALSE,WAS,WAS,O
2006,3,2006-09-24,2006-09-24T01:02:00Z,IND,JAX,-6.5,41.5,Sun,21,14,FALSE,IND,IND,U
2006,3,2006-09-24,2006-09-24T01:05:00Z,MIN,CHI,3.5,35,Sun,16,19,FALSE,CHI,MIN,E
2006,3,2006-09-24,2006-09-24T04:16:00Z,SEA,NYG,-4,43,Sun,42,30,FALSE,SEA,SEA,O
2006,3,2006-09-24,2006-09-24T01:02:00Z,BUF,NYJ,-6,33,Sun,20,28,FALSE,NYJ,NYJ,O
2006,3,2006-09-24,2006-09-24T01:02:00Z,MIA,TEN,-10.5,36,Sun,13,10,FALSE,MIA,TEN,U
2006,3,2006-09-24,2006-09-24T04:15:00Z,ARI,STL,-5.5,45,Sun,14,16,FALSE,STL,STL,U
2006,3,2006-09-24,2006-09-24T04:15:00Z,SFO,PHI,6,42.5,Sun,24,38,FALSE,PHI,PHI,O
2006,3,2006-09-24,2006-09-24T01:03:00Z,TAM,CAR,3,33.5,Sun,24,26,FALSE,CAR,TAM,O
2006,3,2006-09-25,2006-09-25T08:48:00Z,NOR,ATL,4,45,Mon,23,3,FALSE,NOR,NOR,U
2006,4,2006-10-01,2006-10-01T01:03:00Z,ATL,ARI,-7.5,42,Sun,32,10,FALSE,ATL,ATL,E
2006,4,2006-10-01,2006-10-01T04:05:00Z,STL,DET,-5,42.5,Sun,41,34,FALSE,STL,STL,O
2006,4,2006-10-01,2006-10-01T01:02:00Z,HOU,MIA,4,40,Sun,17,15,FALSE,HOU,HOU,U
2006,4,2006-10-01,2006-10-01T01:02:00Z,BUF,MIN,-1,34.5,Sun,17,12,FALSE,BUF,BUF,U
2006,4,2006-10-01,2006-10-01T01:02:00Z,CAR,NOR,-7.5,41,Sun,21,18,FALSE,CAR,NOR,U
2006,4,2006-10-01,2006-10-01T04:15:00Z,CIN,NWE,-6,46,Sun,13,38,FALSE,NWE,NWE,O
2006,4,2006-10-01,2006-10-01T01:02:00Z,NYJ,IND,8,46,Sun,28,31,FALSE,IND,NYJ,O
2006,4,2006-10-01,2006-10-01T01:04:00Z,TEN,DAL,9.5,37,Sun,14,45,FALSE,DAL,DAL,O
2006,4,2006-10-01,2006-10-01T04:15:00Z,OAK,CLE,2.5,33.5,Sun,21,24,FALSE,CLE,CLE,O
2006,4,2006-10-01,2006-10-01T01:02:00Z,BAL,SDG,1,33.5,Sun,16,13,FALSE,BAL,BAL,U
2006,4,2006-10-01,2006-10-01T08:21:00Z,CHI,SEA,-3.5,37,Sun,37,6,FALSE,CHI,CHI,O
2006,4,2006-10-01,2006-10-01T01:00:00Z,KAN,SFO,-7,39.5,Sun,41,0,FALSE,KAN,KAN,O
2006,4,2006-10-01,2006-10-01T04:15:00Z,WAS,JAX,3,34,Sun,36,30,TRUE,WAS,WAS,O
2006,4,2006-10-02,2006-10-02T08:40:00Z,PHI,GNB,-11.5,49.5,Mon,31,9,FALSE,PHI,PHI,U
2006,5,2006-10-08,2006-10-08T01:03:00Z,CHI,BUF,-9.5,34.5,Sun,40,7,FALSE,CHI,CHI,O
2006,5,2006-10-08,2006-10-08T01:02:00Z,CAR,CLE,-7.5,38,Sun,20,12,FALSE,CAR,CAR,U
2006,5,2006-10-08,2006-10-08T04:05:00Z,ARI,KAN,3.5,40,Sun,20,23,FALSE,KAN,ARI,O
2006,5,2006-10-08,2006-10-08T04:14:00Z,PHI,DAL,-2,43,Sun,38,24,FALSE,PHI,PHI,O
2006,5,2006-10-08,2006-10-08T01:05:00Z,MIN,DET,-6,41,Sun,26,17,FALSE,MIN,MIN,O
2006,5,2006-10-08,2006-10-08T01:02:00Z,GNB,STL,2.5,46.5,Sun,20,23,FALSE,STL,STL,U
2006,5,2006-10-08,2006-10-08T01:02:00Z,NWE,MIA,-9.5,36.5,Sun,20,10,FALSE,NWE,NWE,U
2006,5,2006-10-08,2006-10-08T04:05:00Z,JAX,NYJ,-7,38,Sun,41,0,FALSE,JAX,JAX,O
2006,5,2006-10-08,2006-10-08T01:02:00Z,IND,TEN,-18,47.5,Sun,14,13,FALSE,IND,TEN,U
2006,5,2006-10-08,2006-10-08T08:15:00Z,SDG,PIT,-3,37.5,Sun,23,13,FALSE,SDG,SDG,U
2006,5,2006-10-08,2006-10-08T04:05:00Z,SFO,OAK,-3.5,39.5,Sun,34,20,FALSE,SFO,SFO,O
2006,5,2006-10-08,2006-10-08T01:03:00Z,NOR,TAM,-7,35,Sun,24,21,FALSE,NOR,TAM,O
2006,5,2006-10-08,2006-10-08T01:03:00Z,NYG,WAS,-5.5,45.5,Sun,19,3,FALSE,NYG,NYG,U
2006,5,2006-10-09,2006-10-09T08:41:00Z,DEN,BAL,-5,33.5,Mon,13,3,FALSE,DEN,DEN,U
2006,6,2006-10-15,2006-10-15T01:02:00Z,BAL,CAR,-3,33,Sun,21,23,FALSE,CAR,CAR,O
2006,6,2006-10-15,2006-10-15T01:03:00Z,DET,BUF,1,40.5,Sun,20,17,FALSE,DET,DET,U
2006,6,2006-10-15,2006-10-15T01:02:00Z,DAL,HOU,-13,44,Sun,34,6,FALSE,DAL,DAL,U
2006,6,2006-10-15,2006-10-15T04:15:00Z,PIT,KAN,-6.5,36.5,Sun,45,7,FALSE,PIT,PIT,O
2006,6,2006-10-15,2006-10-15T04:15:00Z,NYJ,MIA,-2.5,36.5,Sun,20,17,FALSE,NYJ,NYJ,O
2006,6,2006-10-15,2006-10-15T01:02:00Z,NOR,PHI,3,47,Sun,27,24,FALSE,NOR,NOR,O
2006,6,2006-10-15,2006-10-15T01:04:00Z,ATL,NYG,-3,41.5,Sun,14,27,FALSE,NYG,NYG,U
2006,6,2006-10-15,2006-10-15T01:02:00Z,WAS,TEN,-12,39.5,Sun,22,25,FALSE,TEN,TEN,O
2006,6,2006-10-15,2006-10-15T08:21:00Z,DEN,OAK,-16,37,Sun,13,3,FALSE,DEN,OAK,U
2006,6,2006-10-15,2006-10-15T01:02:00Z,STL,SEA,3,45,Sun,28,30,FALSE,SEA,STL,O
2006,6,2006-10-15,2006-10-15T04:15:00Z,SFO,SDG,10,42.5,Sun,19,48,FALSE,SDG,SDG,O
2006,6,2006-10-15,2006-10-15T01:02:00Z,TAM,CIN,5,44.5,Sun,14,13,FALSE,TAM,TAM,U
2006,6,2006-10-16,2006-10-16T08:42:00Z,ARI,CHI,13,40.5,Mon,23,24,FALSE,CHI,ARI,O
2006,7,2006-10-22,2006-10-22T01:05:00Z,ATL,PIT,3,39,Sun,41,38,TRUE,ATL,ATL,O
2006,7,2006-10-22,2006-10-22T01:02:00Z,BUF,NWE,5.5,37,Sun,6,28,FALSE,NWE,NWE,U
2006,7,2006-10-22,2006-10-22T01:03:00Z,CIN,CAR,-3,44.5,Sun,17,14,FALSE,CIN,NA,U
2006,7,2006-10-22,2006-10-22T04:06:00Z,CLE,DEN,4.5,31,Sun,7,17,FALSE,DEN,DEN,U
2006,7,2006-10-22,2006-10-22T01:03:00Z,NYJ,DET,-3.5,43.5,Sun,31,24,FALSE,NYJ,NYJ,O
2006,7,2006-10-22,2006-10-22T01:02:00Z,MIA,GNB,-5.5,40,Sun,24,34,FALSE,GNB,GNB,O
2006,7,2006-10-22,2006-10-22T01:03:00Z,HOU,JAX,8,39.5,Sun,27,7,FALSE,HOU,HOU,U
2006,7,2006-10-22,2006-10-22T01:00:00Z,KAN,SDG,5.5,39,Sun,30,27,FALSE,KAN,KAN,O
2006,7,2006-10-22,2006-10-22T04:16:00Z,SEA,MIN,-7,40.5,Sun,13,31,FALSE,MIN,MIN,O
2006,7,2006-10-22,2006-10-22T04:15:00Z,OAK,ARI,3,40,Sun,22,9,FALSE,OAK,OAK,U
2006,7,2006-10-22,2006-10-22T01:02:00Z,TAM,PHI,6,43,Sun,23,21,FALSE,TAM,TAM,O
2006,7,2006-10-22,2006-10-22T04:15:00Z,IND,WAS,-8.5,47,Sun,36,22,FALSE,IND,IND,O
2006,7,2006-10-23,2006-10-23T08:40:00Z,DAL,NYG,-3,43.5,Mon,22,36,FALSE,NYG,NYG,O
2006,8,2006-10-29,2006-10-29T01:02:00Z,CIN,ATL,-4.5,46.5,Sun,27,29,FALSE,ATL,ATL,O
2006,8,2006-10-29,2006-10-29T04:15:00Z,DEN,IND,-3,39.5,Sun,31,34,FALSE,IND,IND,O
2006,8,2006-10-29,2006-10-29T01:02:00Z,GNB,ARI,-4,45.5,Sun,31,14,FALSE,GNB,GNB,U
2006,8,2006-10-29,2006-10-29T08:20:00Z,CAR,DAL,-5.5,40.5,Sun,14,35,FALSE,DAL,DAL,O
2006,8,2006-10-29,2006-10-29T01:02:00Z,TEN,HOU,-3,42,Sun,28,22,FALSE,TEN,TEN,O
2006,8,2006-10-29,2006-10-29T01:07:00Z,PHI,JAX,-8,39,Sun,6,13,FALSE,JAX,JAX,U
2006,8,2006-10-29,2006-10-29T04:16:00Z,CLE,NYJ,-1.5,37.5,Sun,20,13,FALSE,CLE,CLE,U
2006,8,2006-10-29,2006-10-29T04:15:00Z,OAK,PIT,9,38.5,Sun,20,13,FALSE,OAK,OAK,U
2006,8,2006-10-29,2006-10-29T04:05:00Z,SDG,STL,-9,46,Sun,38,24,FALSE,SDG,SDG,O
2006,8,2006-10-29,2006-10-29T01:04:00Z,NOR,BAL,-2,37,Sun,22,35,FALSE,BAL,BAL,O
2006,8,2006-10-29,2006-10-29T01:00:00Z,KAN,SEA,-5,37,Sun,35,28,FALSE,KAN,KAN,O
2006,8,2006-10-29,2006-10-29T01:03:00Z,CHI,SFO,-16.5,42,Sun,41,10,FALSE,CHI,CHI,O
2006,8,2006-10-29,2006-10-29T01:04:00Z,NYG,TAM,-9.5,36,Sun,17,3,FALSE,NYG,NYG,U
2006,8,2006-10-30,2006-10-30T08:38:00Z,MIN,NWE,2.5,39.5,Mon,7,31,FALSE,NWE,NWE,U
2006,9,2006-11-05,2006-11-05T01:03:00Z,DET,ATL,-5,47,Sun,30,14,FALSE,DET,DET,U
2006,9,2006-11-05,2006-11-05T01:02:00Z,BAL,CIN,-3,41,Sun,26,20,FALSE,BAL,BAL,O
2006,9,2006-11-05,2006-11-05T04:15:00Z,SDG,CLE,-13.5,42,Sun,32,25,FALSE,SDG,CLE,O
2006,9,2006-11-05,2006-11-05T08:20:00Z,NWE,IND,-2.5,47.5,Sun,20,27,FALSE,IND,IND,U
2006,9,2006-11-05,2006-11-05T04:15:00Z,PIT,DEN,-2.5,36.5,Sun,20,31,FALSE,DEN,DEN,O
2006,9,2006-11-05,2006-11-05T01:02:00Z,BUF,GNB,-3,41,Sun,24,10,FALSE,BUF,BUF,U
2006,9,2006-11-05,2006-11-05T01:02:00Z,NYG,HOU,-13,43.5,Sun,14,10,FALSE,NYG,HOU,U
2006,9,2006-11-05,2006-11-05T01:02:00Z,STL,KAN,-3,48.5,Sun,17,31,FALSE,KAN,KAN,U
2006,9,2006-11-05,2006-11-05T01:02:00Z,CHI,MIA,-13.5,37.5,Sun,13,31,FALSE,MIA,MIA,O
2006,9,2006-11-05,2006-11-05T01:02:00Z,TAM,NOR,-1.5,37,Sun,14,31,FALSE,NOR,NOR,O
2006,9,2006-11-05,2006-11-05T01:03:00Z,JAX,TEN,-9.5,37,Sun,37,7,FALSE,JAX,JAX,O
2006,9,2006-11-05,2006-11-05T04:05:00Z,SFO,MIN,4,43,Sun,9,3,FALSE,SFO,SFO,U
2006,9,2006-11-05,2006-11-05T01:02:00Z,WAS,DAL,3,40.5,Sun,22,19,FALSE,WAS,WAS,O
2006,9,2006-11-06,2006-11-06T08:40:00Z,SEA,OAK,-7.5,36,Mon,16,0,FALSE,SEA,SEA,U
2006,10,2006-11-12,2006-11-12T01:02:00Z,IND,BUF,-12.5,45,Sun,17,16,FALSE,IND,BUF,U
2006,10,2006-11-12,2006-11-12T08:21:00Z,NYG,CHI,-1,37.5,Sun,20,38,FALSE,CHI,CHI,O
2006,10,2006-11-12,2006-11-12T01:03:00Z,CIN,SDG,1.5,48,Sun,41,49,FALSE,SDG,SDG,O
2006,10,2006-11-12,2006-11-12T01:05:00Z,ATL,CLE,-7.5,41.5,Sun,13,17,FALSE,CLE,CLE,U
2006,10,2006-11-12,2006-11-12T04:16:00Z,ARI,DAL,6.5,43.5,Sun,10,27,FALSE,DAL,DAL,U
2006,10,2006-11-12,2006-11-12T01:05:00Z,MIN,GNB,-5,40.5,Sun,17,23,FALSE,GNB,GNB,U
2006,10,2006-11-12,2006-11-12T01:03:00Z,JAX,HOU,-10.5,37.5,Sun,10,13,FALSE,HOU,HOU,U
2006,10,2006-11-12,2006-11-12T01:03:00Z,MIA,KAN,-2,40.5,Sun,13,10,FALSE,MIA,MIA,U
2006,10,2006-11-12,2006-11-12T04:15:00Z,PIT,NOR,-6.5,45.5,Sun,38,31,FALSE,PIT,PIT,O
2006,10,2006-11-12,2006-11-12T01:02:00Z,NWE,NYJ,-10.5,38,Sun,14,17,FALSE,NYJ,NYJ,U
2006,10,2006-11-12,2006-11-12T01:03:00Z,TEN,BAL,7.5,38,Sun,26,27,FALSE,BAL,TEN,O
2006,10,2006-11-12,2006-11-12T04:05:00Z,OAK,DEN,8,33.5,Sun,13,17,FALSE,DEN,OAK,U
2006,10,2006-11-12,2006-11-12T04:17:00Z,SEA,STL,-3,43.5,Sun,24,22,FALSE,SEA,STL,O
2006,10,2006-11-12,2006-11-12T01:03:00Z,DET,SFO,-6,46.5,Sun,13,19,FALSE,SFO,SFO,U
2006,10,2006-11-12,2006-11-12T01:02:00Z,PHI,WAS,-8,41.5,Sun,27,3,FALSE,PHI,PHI,U
2006,10,2006-11-13,2006-11-13T08:40:00Z,CAR,TAM,-10,37,Mon,24,10,FALSE,CAR,CAR,U
2006,11,2006-11-19,2006-11-19T01:02:00Z,BAL,ATL,-3.5,41.5,Sun,24,10,FALSE,BAL,BAL,U
2006,11,2006-11-19,2006-11-19T01:03:00Z,HOU,BUF,-2.5,36.5,Sun,21,24,FALSE,BUF,BUF,O
2006,11,2006-11-19,2006-11-19T01:02:00Z,NOR,CIN,-3,52.5,Sun,16,31,FALSE,CIN,CIN,U
2006,11,2006-11-19,2006-11-19T01:03:00Z,CLE,PIT,4,36,Sun,20,24,FALSE,PIT,NA,O
2006,11,2006-11-19,2006-11-19T04:15:00Z,DAL,IND,1,49,Sun,21,14,FALSE,DAL,DAL,U
2006,11,2006-11-19,2006-11-19T04:05:00Z,ARI,DET,-2.5,45.5,Sun,17,10,FALSE,ARI,ARI,U
2006,11,2006-11-19,2006-11-19T01:02:00Z,GNB,NWE,6,46,Sun,0,35,FALSE,NWE,NWE,U
2006,11,2006-11-19,2006-11-19T01:03:00Z,MIA,MIN,-3,33.5,Sun,24,20,FALSE,MIA,MIA,O
2006,11,2006-11-19,2006-11-19T01:04:00Z,NYJ,CHI,5.5,40.5,Sun,0,10,FALSE,CHI,CHI,U
2006,11,2006-11-19,2006-11-19T01:01:00Z,PHI,TEN,-13,43.5,Sun,13,31,FALSE,TEN,TEN,O
2006,11,2006-11-19,2006-11-19T01:00:00Z,KAN,OAK,-9,36.5,Sun,17,13,FALSE,KAN,OAK,U
2006,11,2006-11-19,2006-11-19T01:02:00Z,CAR,STL,-6.5,44.5,Sun,15,0,FALSE,CAR,CAR,U
2006,11,2006-11-19,2006-11-19T08:21:00Z,DEN,SDG,-2.5,42.5,Sun,27,35,FALSE,SDG,SDG,O
2006,11,2006-11-19,2006-11-19T04:05:00Z,SFO,SEA,3,43.5,Sun,20,14,FALSE,SFO,SFO,U
2006,11,2006-11-19,2006-11-19T01:03:00Z,TAM,WAS,-3,34,Sun,20,17,FALSE,TAM,NA,O
2006,11,2006-11-20,2006-11-20T08:40:00Z,JAX,NYG,-3.5,38.5,Mon,26,10,FALSE,JAX,JAX,U
2006,12,2006-11-23,2006-11-23T08:12:00Z,KAN,DEN,-1,39,Thu,19,10,FALSE,KAN,KAN,U
2006,12,2006-11-23,2006-11-23T12:30:00Z,DET,MIA,2.5,40.5,Thu,10,27,FALSE,MIA,MIA,U
2006,12,2006-11-23,2006-11-23T04:25:00Z,DAL,TAM,-11,39,Thu,38,10,FALSE,DAL,DAL,O
2006,12,2006-11-26,2006-11-26T01:02:00Z,BUF,JAX,3,35,Sun,27,24,FALSE,BUF,BUF,O
2006,12,2006-11-26,2006-11-26T04:15:00Z,NWE,CHI,-3.5,38,Sun,17,13,FALSE,NWE,NWE,U
2006,12,2006-11-26,2006-11-26T01:04:00Z,CLE,CIN,3,44,Sun,0,30,FALSE,CIN,CIN,U
2006,12,2006-11-26,2006-11-26T01:05:00Z,MIN,ARI,-6,39,Sun,31,26,FALSE,MIN,ARI,O
2006,12,2006-11-26,2006-11-26T01:02:00Z,NYJ,HOU,-5.5,40,Sun,26,11,FALSE,NYJ,NYJ,U
2006,12,2006-11-26,2006-11-26T01:05:00Z,ATL,NOR,-3,48,Sun,13,31,FALSE,NOR,NOR,U
2006,12,2006-11-26,2006-11-26T04:15:00Z,TEN,NYG,3.5,45,Sun,24,21,FALSE,TEN,TEN,E
2006,12,2006-11-26,2006-11-26T08:21:00Z,IND,PHI,-9.5,45,Sun,45,21,FALSE,IND,IND,O
2006,12,2006-11-26,2006-11-26T01:02:00Z,BAL,PIT,-3,40.5,Sun,27,0,FALSE,BAL,BAL,U
2006,12,2006-11-26,2006-11-26T04:05:00Z,SDG,OAK,-13,43,Sun,21,14,FALSE,SDG,OAK,U
2006,12,2006-11-26,2006-11-26T01:02:00Z,STL,SFO,-4.5,45,Sun,20,17,FALSE,STL,SFO,U
2006,12,2006-11-26,2006-11-26T01:03:00Z,WAS,CAR,6,36,Sun,17,13,FALSE,WAS,WAS,U
2006,12,2006-11-27,2006-11-27T08:41:00Z,SEA,GNB,-10,42.5,Mon,34,24,FALSE,SEA,NA,O
2006,13,2006-11-30,2006-11-30T08:04:00Z,CIN,BAL,-2.5,43.5,Thu,13,7,FALSE,CIN,CIN,U
2006,13,2006-12-03,2006-12-03T01:03:00Z,WAS,ATL,-1.5,38.5,Sun,14,24,FALSE,ATL,ATL,U
2006,13,2006-12-03,2006-12-03T01:02:00Z,BUF,SDG,5.5,42.5,Sun,21,24,FALSE,SDG,BUF,O
2006,13,2006-12-03,2006-12-03T01:03:00Z,CLE,KAN,5,35.5,Sun,31,28,TRUE,CLE,CLE,O
2006,13,2006-12-03,2006-12-03T01:02:00Z,STL,ARI,-6.5,47,Sun,20,34,FALSE,ARI,ARI,O
2006,13,2006-12-03,2006-12-03T01:02:00Z,NWE,DET,-13.5,41.5,Sun,28,21,FALSE,NWE,DET,O
2006,13,2006-12-03,2006-12-03T04:05:00Z,OAK,HOU,-3.5,35.5,Sun,14,23,FALSE,HOU,HOU,O
2006,13,2006-12-03,2006-12-03T01:03:00Z,CHI,MIN,-9,34.5,Sun,23,13,FALSE,CHI,CHI,O
2006,13,2006-12-03,2006-12-03T04:15:00Z,NYG,DAL,3.5,44,Sun,20,23,FALSE,DAL,NYG,U
2006,13,2006-12-03,2006-12-03T01:03:00Z,TEN,IND,7.5,46.5,Sun,20,17,FALSE,TEN,TEN,U
2006,13,2006-12-03,2006-12-03T08:20:00Z,DEN,SEA,-4,40.5,Sun,20,23,FALSE,SEA,SEA,O
2006,13,2006-12-03,2006-12-03T01:04:00Z,NOR,SFO,-7,45.5,Sun,34,10,FALSE,NOR,NOR,U
2006,13,2006-12-03,2006-12-03T04:15:00Z,PIT,TAM,-7,41,Sun,20,3,FALSE,PIT,PIT,U
2006,13,2006-12-04,2006-12-04T08:40:00Z,PHI,CAR,3,37.5,Mon,27,24,FALSE,PHI,PHI,O
2006,14,2006-12-07,2006-12-07T08:04:00Z,PIT,CLE,-7.5,34.5,Thu,27,7,FALSE,PIT,PIT,U
2006,14,2006-12-10,2006-12-10T04:15:00Z,NYJ,BUF,-3.5,37.5,Sun,13,31,FALSE,BUF,BUF,O
2006,14,2006-12-10,2006-12-10T01:02:00Z,CAR,NYG,2.5,39,Sun,13,27,FALSE,NYG,NYG,O
2006,14,2006-12-10,2006-12-10T04:05:00Z,ARI,SEA,3.5,45,Sun,27,21,FALSE,ARI,ARI,O
2006,14,2006-12-10,2006-12-10T04:15:00Z,SDG,DEN,-7,41,Sun,48,20,FALSE,SDG,SDG,O
2006,14,2006-12-10,2006-12-10T04:06:00Z,SFO,GNB,-4,43.5,Sun,19,30,FALSE,GNB,GNB,O
2006,14,2006-12-10,2006-12-10T01:03:00Z,JAX,IND,1,44,Sun,44,17,FALSE,JAX,JAX,O
2006,14,2006-12-10,2006-12-10T01:02:00Z,MIA,NWE,3,37,Sun,21,0,FALSE,MIA,MIA,U
2006,14,2006-12-10,2006-12-10T01:03:00Z,DET,MIN,-1,40,Sun,20,30,FALSE,MIN,MIN,O
2006,14,2006-12-10,2006-12-10T08:21:00Z,DAL,NOR,-6.5,48,Sun,17,42,FALSE,NOR,NOR,O
2006,14,2006-12-10,2006-12-10T01:02:00Z,HOU,TEN,-1.5,42,Sun,20,26,TRUE,TEN,TEN,O
2006,14,2006-12-10,2006-12-10T01:03:00Z,CIN,OAK,-10.5,39.5,Sun,27,10,FALSE,CIN,CIN,U
2006,14,2006-12-10,2006-12-10T01:00:00Z,KAN,BAL,-3,37.5,Sun,10,20,FALSE,BAL,BAL,U
2006,14,2006-12-10,2006-12-10T01:02:00Z,TAM,ATL,3,38,Sun,6,17,FALSE,ATL,ATL,U
2006,14,2006-12-10,2006-12-10T01:03:00Z,WAS,PHI,2,40.5,Sun,19,21,FALSE,PHI,NA,U
2006,14,2006-12-11,2006-12-11T08:30:00Z,STL,CHI,6.5,41.5,Mon,27,42,FALSE,CHI,CHI,O
2006,15,2006-12-14,2006-12-14T08:13:00Z,SEA,SFO,-10,38,Thu,14,24,FALSE,SFO,SFO,E
2006,15,2006-12-16,2006-12-16T08:05:00Z,ATL,DAL,3.5,44.5,Sat,28,38,FALSE,DAL,DAL,O
2006,15,2006-12-17,2006-12-17T01:02:00Z,CAR,PIT,2.5,39,Sun,3,37,FALSE,PIT,PIT,O
2006,15,2006-12-17,2006-12-17T01:02:00Z,BAL,CLE,-12,34.5,Sun,27,17,FALSE,BAL,CLE,O
2006,15,2006-12-17,2006-12-17T04:05:00Z,ARI,DEN,2.5,44,Sun,20,37,FALSE,DEN,DEN,O
2006,15,2006-12-17,2006-12-17T01:02:00Z,GNB,DET,-6,45,Sun,17,9,FALSE,GNB,GNB,U
2006,15,2006-12-17,2006-12-17T01:02:00Z,NWE,HOU,-12.5,37.5,Sun,40,7,FALSE,NWE,NWE,O
2006,15,2006-12-17,2006-12-17T08:15:00Z,SDG,KAN,-9,47,Sun,20,9,FALSE,SDG,SDG,U
2006,15,2006-12-17,2006-12-17T01:02:00Z,BUF,MIA,-1,34.5,Sun,21,0,FALSE,BUF,BUF,U
2006,15,2006-12-17,2006-12-17T01:05:00Z,MIN,NYJ,-3,40.5,Sun,13,26,FALSE,NYJ,NYJ,U
