sc,range,season,tm_tr,tm,w_win,l_win,t_win,mov_win,w_ats,l_ats,t_ats,ats_ats,w_ou,l_ou,t_ou,total_ou
is_away_dog,2016,2016,Dallas,DAL,3,1,0,2.2,3,1,0,6.8,2,2,0,3.1
is_away_dog,2016,2016,Denver,DEN,2,3,0,-4.4,2,3,0,-1.8,3,2,0,-1.7
is_away_dog,2016,2016,Detroit,DET,3,5,0,-5.1,3,5,0,-0.2,3,5,0,-1.2
is_away_dog,2016,2016,Green Bay,GBY,2,3,0,-5,3,2,0,-0.6,4,1,0,8.6
is_away_dog,2016,2016,Houston,HOU,2,5,0,-8.7,2,5,0,-1.6,3,4,0,-1.4
is_away_dog,2016,2016,Indianapolis,IND,4,3,0,6.7,4,2,1,11,6,1,0,4.1
is_away_dog,2016,2016,Jacksonville,JAX,1,7,0,-7.6,5,3,0,-2.8,4,4,0,-0.4
is_away_dog,2016,2016,Kansas City,KCY,3,1,0,-5.5,3,1,0,-1.9,3,1,0,6.5
is_away_dog,2016,2016,LA Chargers,LAC,1,5,0,-5,3,3,0,-1.6,4,2,0,5.8
is_away_dog,2016,2016,LA Rams,LAR,2,4,0,-9.8,2,4,0,-1.2,3,3,0,5.6
is_away_dog,2016,2016,Miami,MIA,3,5,0,-7.5,4,4,0,-1.6,4,4,0,-2.1
is_away_dog,2016,2016,Minnesota,MIN,1,3,0,-2.5,1,3,0,1.6,2,2,0,-0.4
is_away_dog,2016,2016,New Orleans,NOR,2,5,0,-2.1,5,1,1,2,3,4,0,0.6
is_away_dog,2016,2016,New England,NWE,1,0,0,2,1,0,0,11,0,1,0,-0.5
is_away_dog,2016,2016,NY Giants,NYG,2,5,0,-7.3,2,4,1,-2.5,2,5,0,-7.4
is_away_dog,2016,2016,NY Jets,NYJ,2,5,0,-13.4,2,5,0,-7,2,5,0,-1.4
is_away_dog,2016,2016,Oakland,OAK,4,3,0,-2,4,3,0,0.5,5,2,0,2.5
is_away_dog,2016,2016,Philadelphia,PHI,1,5,0,-4.3,2,4,0,-0.2,5,1,0,5.2
is_away_dog,2016,2016,Pittsburgh,PIT,1,1,0,-8.5,1,1,0,-4.5,1,1,0,-4
is_away_dog,2016,2016,Seattle,SEA,1,1,1,-3,2,1,0,2.5,2,1,0,-6.8
is_away_dog,2016,2016,San Francisco,SFO,1,6,0,-14.9,2,4,1,-4.9,6,1,0,10.2
is_away_dog,2016,2016,Tampa Bay,TBY,5,3,0,-1.2,6,2,0,3.4,3,4,1,-1.5
is_away_dog,2016,2016,Tennessee,TEN,3,3,0,-1,3,3,0,3.2,3,3,0,0.6
is_away_dog,2016,2016,Washington,WAS,2,2,0,-1.2,3,1,0,2.6,3,1,0,0
is_away_dog,2017,2017,Arizona,ARI,1,3,0,-10,1,3,0,-4.9,2,2,0,4.2
is_away_dog,2017,2017,Atlanta,ATL,1,2,0,-4.3,1,2,0,0.7,0,3,0,-17.2
is_away_dog,2017,2017,Baltimore,BAL,2,3,0,4.2,3,1,1,8.1,4,1,0,4.7
is_away_dog,2017,2017,Buffalo,BUF,2,5,0,-8,4,3,0,-0.6,2,5,0,-6.8
is_away_dog,2017,2017,Carolina,CAR,3,3,0,-1.2,4,2,0,3.8,4,2,0,-0.2
is_away_dog,2017,2017,Chicago,CHI,2,6,0,-9.1,3,5,0,-0.9,2,6,0,-4.3
is_away_dog,2017,2017,Cincinnati,CIN,2,5,0,-8.3,4,3,0,-1.9,4,3,0,2.6
is_away_dog,2017,2017,Cleveland,CLE,0,8,0,-11.4,2,6,0,-4.1,5,3,0,3.2
is_away_dog,2017,2017,Dallas,DAL,0,1,0,-20,0,1,0,-16.5,0,1,0,-15
is_away_dog,2017,2017,Denver,DEN,0,4,0,-15.2,0,4,0,-10.1,2,2,0,7.9
is_away_dog,2017,2017,Detroit,DET,2,2,0,-4.2,2,2,0,-0.8,2,2,0,7.6
is_away_dog,2017,2017,Green Bay,GBY,2,4,0,-5.7,3,3,0,0.2,6,0,0,7.3
is_away_dog,2017,2017,Houston,HOU,1,7,0,-11.6,4,4,0,-3.2,3,5,0,4.8
is_away_dog,2017,2017,Indianapolis,IND,1,7,0,-13.4,3,5,0,-5,4,4,0,2.6
is_away_dog,2017,2017,Jacksonville,JAX,3,2,0,7.4,4,1,0,13.4,1,4,0,5.1
is_away_dog,2017,2017,Kansas City,KCY,2,1,0,2.3,2,1,0,6.8,2,1,0,9
is_away_dog,2017,2017,LA Chargers,LAC,2,4,0,-4.2,3,2,1,-0.6,2,4,0,-5.2
is_away_dog,2017,2017,LA Rams,LAR,2,1,0,-0.7,2,1,0,1.7,2,1,0,0.3
is_away_dog,2017,2017,Miami,MIA,2,5,0,-14.4,2,5,0,-5.9,4,3,0,1.8
is_away_dog,2017,2017,Minnesota,MIN,1,1,0,-6,1,1,0,-0.8,0,2,0,-16.8
is_away_dog,2017,2017,New Orleans,NOR,1,4,0,-0.6,2,3,0,3.2,3,2,0,-3
is_away_dog,2017,2017,NY Giants,NYG,1,6,0,-6.9,4,3,0,-0.1,2,5,0,-7.2
is_away_dog,2017,2017,NY Jets,NYJ,0,6,0,-12.3,1,4,1,-2.6,3,3,0,0.5
is_away_dog,2017,2017,Oakland,OAK,1,5,0,-9.3,2,4,0,-4.4,1,5,0,-8.7
is_away_dog,2017,2017,Philadelphia,PHI,3,1,0,2,3,1,0,4.5,4,0,0,10
is_away_dog,2017,2017,Pittsburgh,PIT,1,0,0,6,1,0,0,9.5,0,1,0,-14
is_away_dog,2017,2017,Seattle,SEA,2,3,0,-1,2,3,0,1.8,2,3,0,-5.5
is_away_dog,2017,2017,San Francisco,SFO,2,4,0,-3.3,5,1,0,4.7,1,5,0,-7.6
is_away_dog,2017,2017,Tampa Bay,TBY,0,5,0,-9.2,1,3,1,-2.5,3,2,0,-0.2
is_away_dog,2017,2017,Tennessee,TEN,1,3,0,-11.2,2,2,0,-3.4,3,1,0,3.9
is_away_dog,2017,2017,Washington,WAS,2,4,0,-4.8,3,3,0,1.5,4,2,0,1.1
is_away_fav,2016,2016,Arizona,ARI,2,2,0,8,2,2,0,3.6,4,0,0,7.6
is_away_fav,2016,2016,Atlanta,ATL,3,0,0,20,3,0,0,16,2,0,1,11.3
is_away_fav,2016,2016,Baltimore,BAL,2,1,0,-3.3,1,2,0,-6.3,1,2,0,-3.2
is_away_fav,2016,2016,Buffalo,BUF,1,2,0,-4,1,2,0,-6.8,2,1,0,3.8
is_away_fav,2016,2016,Carolina,CAR,1,3,0,-4,0,3,1,-6.8,3,1,0,9.2
is_away_fav,2016,2016,Chicago,CHI,0,1,0,-26,0,1,0,-28.5,1,0,0,1
is_away_fav,2016,2016,Cincinnati,CIN,1,2,0,-0.7,1,2,0,-3.2,0,3,0,-7.2
is_away_fav,2016,2016,Dallas,DAL,3,1,0,7.8,2,2,0,4.2,0,4,0,-10.5
is_away_fav,2016,2016,Denver,DEN,2,1,0,7.3,2,1,0,4,0,3,0,-9.2
is_away_fav,2016,2016,Detroit,DET,0,1,0,-3,0,1,0,-6,0,1,0,-17
is_away_fav,2016,2016,Green Bay,GBY,3,2,0,-2.2,2,3,0,-5.4,4,1,0,7.3
is_away_fav,2016,2016,Kansas City,KCY,3,1,0,8.8,3,1,0,6.1,1,3,0,-2.1
is_away_fav,2016,2016,LA Chargers,LAC,1,1,0,2.5,1,1,0,-1,0,2,0,-9.8
is_away_fav,2016,2016,LA Rams,LAR,1,1,0,-12.5,1,1,0,-14.2,0,2,0,-19.5
is_away_fav,2016,2016,Miami,MIA,1,0,0,21,1,0,0,18.5,1,0,0,7
is_away_fav,2016,2016,Minnesota,MIN,2,2,0,-0.8,2,2,0,-3.9,2,2,0,-3.4
is_away_fav,2016,2016,New Orleans,NOR,1,0,0,18,1,0,0,13,1,0,0,11
is_away_fav,2016,2016,New England,NWE,7,0,0,14.1,6,1,0,6.6,2,5,0,-3.6
is_away_fav,2016,2016,NY Giants,NYG,1,0,0,14,1,0,0,7.5,0,1,0,-7
is_away_fav,2016,2016,NY Jets,NYJ,1,0,0,3,1,0,0,0.5,1,0,0,13.5
is_away_fav,2016,2016,Oakland,OAK,2,0,0,5,2,0,0,3,0,2,0,-17.2
is_away_fav,2016,2016,Philadelphia,PHI,0,2,0,-4,0,2,0,-7.2,2,0,0,1.5
is_away_fav,2016,2016,Pittsburgh,PIT,5,3,0,2,5,3,0,-2.6,2,6,0,-5.9
is_away_fav,2016,2016,Seattle,SEA,2,4,0,-6,1,5,0,-10.5,3,3,0,-8.3
is_away_fav,2016,2016,Tennessee,TEN,1,1,0,-7.5,0,2,0,-12.8,2,0,0,8.8
is_away_fav,2016,2016,Washington,WAS,2,1,0,7.3,2,1,0,5.3,2,1,0,0.2
is_away_fav,2017,2017,Arizona,ARI,2,1,0,0.3,1,2,0,-3.7,1,2,0,-4.8
is_away_fav,2017,2017,Atlanta,ATL,5,2,0,1.9,2,5,0,-2.4,3,4,0,-1
is_away_fav,2017,2017,Baltimore,BAL,2,0,0,20,2,0,0,15.5,0,2,0,-10.2
is_away_fav,2017,2017,Buffalo,BUF,1,1,0,-3.5,1,1,0,-6.2,1,1,0,4.8
is_away_fav,2017,2017,Carolina,CAR,2,1,0,4.7,2,1,0,0.5,1,2,0,-5.5
is_away_fav,2017,2017,Cincinnati,CIN,1,0,0,24,1,0,0,21,0,1,0,-3.5
is_away_fav,2017,2017,Dallas,DAL,6,1,0,8.4,5,1,1,4.8,3,4,0,-3.6
is_away_fav,2017,2017,Denver,DEN,1,3,0,-11.2,1,3,0,-13.4,2,2,0,-4.4
is_away_fav,2017,2017,Detroit,DET,2,1,0,2.3,1,1,1,-0.5,2,1,0,4.7
is_away_fav,2017,2017,Green Bay,GBY,1,1,0,-3.5,1,1,0,-6.2,1,1,0,-1.8
is_away_fav,2017,2017,Jacksonville,JAX,2,3,0,4.4,2,3,0,-0.5,3,2,0,5.4
is_away_fav,2017,2017,Kansas City,KCY,2,3,0,2.2,2,3,0,-2.2,3,2,0,6.7
is_away_fav,2017,2017,LA Chargers,LAC,2,0,0,14.5,1,1,0,10.2,0,2,0,-17
is_away_fav,2017,2017,LA Rams,LAR,5,0,0,18.2,3,2,0,13.7,5,0,0,15.1
is_away_fav,2017,2017,Miami,MIA,0,1,0,-14,0,1,0,-19.5,0,1,0,-17
is_away_fav,2017,2017,Minnesota,MIN,4,2,0,-0.7,3,3,0,-4.2,4,2,0,3.9
is_away_fav,2017,2017,New Orleans,NOR,2,1,0,13,2,1,0,9.2,2,1,0,4
is_away_fav,2017,2017,New England,NWE,6,1,0,9.9,5,2,0,3.4,2,5,0,-5.9
is_away_fav,2017,2017,NY Giants,NYG,0,1,0,-10,0,1,0,-13,1,0,0,10.5
is_away_fav,2017,2017,NY Jets,NYJ,1,1,0,-10,1,1,0,-11.2,0,2,0,-14
is_away_fav,2017,2017,Oakland,OAK,1,1,0,-7,0,1,1,-10.2,1,1,0,-5
is_away_fav,2017,2017,Philadelphia,PHI,3,1,0,8,2,2,0,3.2,1,3,0,1.4
is_away_fav,2017,2017,Pittsburgh,PIT,6,1,0,7.6,3,4,0,0.9,1,6,0,-6.1
is_away_fav,2017,2017,Seattle,SEA,3,0,0,11.3,2,0,1,5.7,0,3,0,-6
is_away_fav,2017,2017,San Francisco,SFO,1,1,0,9,1,1,0,5.5,2,0,0,4
is_away_fav,2017,2017,Tampa Bay,TBY,1,1,0,2.5,1,1,0,0.8,2,0,0,15.2
is_away_fav,2017,2017,Tennessee,TEN,3,2,0,-4,2,3,0,-6.9,2,3,0,-3.2
is_away_fav,2017,2017,Washington,WAS,0,2,0,-16,0,2,0,-19,1,1,0,-4
is_conference,2016,2016,Arizona,ARI,6,5,1,4.2,5,7,0,1.5,8,4,0,5.5
is_conference,2016,2016,Atlanta,ATL,11,3,0,11.6,10,4,0,8.7,12,1,1,10
is_conference,2016,2016,Baltimore,BAL,7,5,0,3.4,7,5,0,2.3,5,7,0,-2.6
is_conference,2016,2016,Buffalo,BUF,4,8,0,-2.3,3,9,0,-3.3,8,4,0,2
is_conference,2016,2016,Carolina,CAR,5,7,0,-3.2,4,7,1,-4.5,5,6,1,1.3
is_conference,2016,2016,Chicago,CHI,3,9,0,-8.2,6,6,0,-4.5,6,6,0,-1.5
is_conference,2016,2016,Cincinnati,CIN,5,7,0,0.6,6,6,0,0.1,4,8,0,-6.3
is_conference,2016,2016,Cleveland,CLE,1,11,0,-9.9,4,8,0,-3,7,5,0,0.9
is_conference,2016,2016,Dallas,DAL,9,4,0,4.5,6,7,0,2.2,6,7,0,-0.4
is_conference,2016,2016,Denver,DEN,6,6,0,1.7,6,6,0,0.3,6,6,0,-3
is_conference,2016,2016,Detroit,DET,7,6,0,-2.7,6,7,0,-0.5,5,8,0,-3.6
is_conference,2016,2016,Green Bay,GBY,10,5,0,4.3,9,5,1,2.9,10,5,0,4.6
is_conference,2016,2016,Houston,HOU,8,6,0,-3.1,5,8,1,-1,7,7,0,-3
is_conference,2016,2016,Indianapolis,IND,5,7,0,-1.3,4,7,1,-0.2,6,6,0,-1.1
is_conference,2016,2016,Jacksonville,JAX,2,10,0,-5.2,7,5,0,-2.4,8,4,0,1.6
is_conference,2016,2016,Kansas City,KCY,9,4,0,5.2,7,6,0,2.5,5,8,0,-1.6
is_conference,2016,2016,LA Chargers,LAC,4,8,0,0.3,6,6,0,1,7,5,0,3.8
is_conference,2016,2016,LA Rams,LAR,3,9,0,-11.8,3,8,1,-7.5,6,6,0,-1
is_conference,2016,2016,Miami,MIA,7,6,0,-3.6,6,7,0,-0.9,10,3,0,3.9
is_conference,2016,2016,Minnesota,MIN,5,7,0,1,6,6,0,0.8,4,8,0,-2.5
is_conference,2016,2016,New Orleans,NOR,6,6,0,1.9,9,3,0,1.8,7,5,0,5.1
is_conference,2016,2016,New England,NWE,13,1,0,14.6,12,2,0,7.2,7,7,0,-1.7
is_conference,2016,2016,NY Giants,NYG,8,5,0,-0.6,6,6,1,-0.1,4,9,0,-9.1
is_conference,2016,2016,NY Jets,NYJ,4,8,0,-8.5,5,7,0,-5,6,6,0,1.8
is_conference,2016,2016,Oakland,OAK,9,4,0,1.2,8,5,0,0.7,8,5,0,-0.9
is_conference,2016,2016,Philadelphia,PHI,5,7,0,0.4,5,7,0,0.5,7,5,0,-0.8
is_conference,2016,2016,Pittsburgh,PIT,11,4,0,5.1,9,6,0,1.7,5,10,0,-3.1
is_conference,2016,2016,Seattle,SEA,7,6,1,2.9,6,8,0,-2.9,7,7,0,-4.6
is_conference,2016,2016,San Francisco,SFO,2,10,0,-9.7,4,8,0,-3.2,8,4,0,3.8
is_conference,2016,2016,Tampa Bay,TBY,7,5,0,0.2,7,5,0,2.7,6,6,0,-1.2
is_conference,2016,2016,Tennessee,TEN,6,6,0,-1.4,5,7,0,-1.7,7,5,0,2.1
is_conference,2016,2016,Washington,WAS,6,6,0,1.5,7,5,0,0.1,9,3,0,1.5
is_conference,2017,2017,Arizona,ARI,5,7,0,-5.6,4,7,1,-3.4,4,8,0,-0.8
is_conference,2017,2017,Atlanta,ATL,10,4,0,4.7,8,6,0,2,4,10,0,-6.6
is_conference,2017,2017,Baltimore,BAL,7,5,0,4.7,6,5,1,2.1,6,6,0,2.8
is_conference,2017,2017,Buffalo,BUF,7,6,0,-2.3,8,5,0,-0.2,6,7,0,-3.3
is_conference,2017,2017,Carolina,CAR,7,6,0,-0.8,7,6,0,-1,7,6,0,-2.7
is_conference,2017,2017,Chicago,CHI,1,11,0,-9,4,7,1,-3.8,3,9,0,-6.5
is_conference,2017,2017,Cincinnati,CIN,6,6,0,-1,7,5,0,-1.2,6,6,0,-1.5
is_conference,2017,2017,Cleveland,CLE,0,12,0,-10.2,4,8,0,-3.8,4,8,0,-3.3
is_conference,2017,2017,Dallas,DAL,7,5,0,4.6,7,5,0,2.3,5,7,0,-4.5
is_conference,2017,2017,Denver,DEN,4,8,0,-5.1,3,8,1,-5.2,6,6,0,-2
is_conference,2017,2017,Detroit,DET,8,4,0,4.8,7,4,1,4.8,8,4,0,3.3
is_conference,2017,2017,Green Bay,GBY,5,7,0,-3.9,5,7,0,-2.3,8,4,0,-2.2
is_conference,2017,2017,Houston,HOU,3,9,0,-5.8,5,7,0,-2.2,5,7,0,4.5
is_conference,2017,2017,Indianapolis,IND,3,9,0,-6.3,6,6,0,-1,3,9,0,-3.5
is_conference,2017,2017,Jacksonville,JAX,11,4,0,11.5,10,5,0,10.2,5,10,0,0.2
is_conference,2017,2017,Kansas City,KCY,8,5,0,5.6,8,5,0,2.2,6,7,0,3.8
is_conference,2017,2017,LA Chargers,LAC,6,6,0,3.4,5,6,1,2.1,2,10,0,-6.8
is_conference,2017,2017,LA Rams,LAR,7,6,0,4.5,6,7,0,2.8,8,5,0,4.1
is_conference,2017,2017,Miami,MIA,5,7,0,-5.1,4,6,2,-1.2,6,6,0,-1.2
is_conference,2017,2017,Minnesota,MIN,11,3,0,4.9,8,6,0,2,7,7,0,-2.9
is_conference,2017,2017,New Orleans,NOR,9,5,0,4.9,8,6,0,2.2,8,6,0,0.7
is_conference,2017,2017,New England,NWE,12,2,0,10.9,9,5,0,1.1,6,8,0,-0.6
is_conference,2017,2017,NY Giants,NYG,1,11,0,-12.2,4,8,0,-8.6,5,7,0,-1.4
is_conference,2017,2017,NY Jets,NYJ,5,7,0,-4.5,7,4,1,1.5,5,7,0,-1
is_conference,2017,2017,Oakland,OAK,5,7,0,-4.2,4,7,1,-3.9,5,7,0,-1.8
is_conference,2017,2017,Philadelphia,PHI,12,2,0,11.9,10,4,0,8.4,6,8,0,0.1
is_conference,2017,2017,Pittsburgh,PIT,10,3,0,5.8,5,8,0,0.7,6,7,0,4.8
is_conference,2017,2017,Seattle,SEA,7,5,0,1.2,5,6,1,-1.4,3,9,0,-7.6
is_conference,2017,2017,San Francisco,SFO,3,9,0,-6,7,5,0,-0.4,5,7,0,-2
is_conference,2017,2017,Tampa Bay,TBY,3,9,0,-4.5,4,8,0,-2,6,6,0,-0.8
is_conference,2017,2017,Tennessee,TEN,9,5,0,-2.6,6,7,1,-3.3,7,7,0,-0.5
is_conference,2017,2017,Washington,WAS,5,7,0,-4.4,5,7,0,-4.2,7,5,0,1.2
is_division,2016,2016,Arizona,ARI,4,1,1,8.7,3,3,0,4.1,3,3,0,-0.7
is_division,2016,2016,Atlanta,ATL,5,1,0,9.8,4,2,0,7.8,5,0,1,16.2
is_division,2016,2016,Baltimore,BAL,4,2,0,2.8,5,1,0,1.4,2,4,0,-3
is_division,2016,2016,Buffalo,BUF,1,5,0,-5.3,1,5,0,-5.8,4,2,0,7.5
is_division,2016,2016,Carolina,CAR,1,5,0,-6,1,5,0,-7.3,2,3,1,3.6
is_division,2016,2016,Chicago,CHI,2,4,0,-6.2,4,2,0,-0.7,2,4,0,-3.5
is_division,2016,2016,Cincinnati,CIN,3,3,0,4.5,3,3,0,3.9,1,5,0,-4.9
is_division,2016,2016,Cleveland,CLE,0,6,0,-11.8,1,5,0,-5.4,3,3,0,-2.8
is_division,2016,2016,Dallas,DAL,3,3,0,-0.5,2,4,0,-1.3,3,3,0,-4.6
is_division,2016,2016,Denver,DEN,2,4,0,-3,2,4,0,-4.1,4,2,0,1.8
is_division,2016,2016,Detroit,DET,3,3,0,-0.8,2,4,0,-0.6,2,4,0,-3.5
is_division,2016,2016,Green Bay,GBY,5,1,0,7.2,4,2,0,2.3,4,2,0,5.2
is_division,2016,2016,Houston,HOU,5,1,0,2,3,2,1,2.3,4,2,0,0.7
is_division,2016,2016,Indianapolis,IND,3,3,0,1.3,2,3,1,0.2,3,3,0,-0.6
is_division,2016,2016,Jacksonville,JAX,2,4,0,0.3,4,2,0,2.3,5,1,0,5.8
is_division,2016,2016,Kansas City,KCY,6,0,0,11,5,1,0,8.2,4,2,0,5.5
is_division,2016,2016,LA Chargers,LAC,1,5,0,-3.7,3,3,0,0.4,4,2,0,4.4
is_division,2016,2016,LA Rams,LAR,2,4,0,-13,2,4,0,-8.2,2,4,0,-8.8
is_division,2016,2016,Miami,MIA,4,2,0,0.5,4,2,0,2.8,6,0,0,9.1
is_division,2016,2016,Minnesota,MIN,2,4,0,-0.2,2,4,0,-1.1,2,4,0,-2.8
is_division,2016,2016,New Orleans,NOR,2,4,0,-2.8,4,2,0,-1.2,4,2,0,4.6
is_division,2016,2016,New England,NWE,5,1,0,11.8,4,2,0,3.9,3,3,0,-0.3
is_division,2016,2016,NY Giants,NYG,4,2,0,1.8,4,2,0,3.2,3,3,0,-6.5
is_division,2016,2016,NY Jets,NYJ,2,4,0,-7,3,3,0,-1,3,3,0,4.4
is_division,2016,2016,Oakland,OAK,3,3,0,-4.3,2,4,0,-4.6,2,4,0,-4.5
is_division,2016,2016,Philadelphia,PHI,2,4,0,-0.7,2,4,0,-0.8,5,1,0,2.6
is_division,2016,2016,Pittsburgh,PIT,5,1,0,4.5,3,3,0,0.1,2,4,0,-2
is_division,2016,2016,Seattle,SEA,3,2,1,5.5,3,3,0,-2.7,3,3,0,-5.3
is_division,2016,2016,San Francisco,SFO,2,4,0,-1.2,4,2,0,6.8,4,2,0,2.1
is_division,2016,2016,Tampa Bay,TBY,4,2,0,-1,3,3,0,0.8,3,3,0,-3.2
is_division,2016,2016,Tennessee,TEN,2,4,0,-3.7,2,4,0,-4.8,4,2,0,5.2
is_division,2016,2016,Washington,WAS,3,3,0,-0.7,4,2,0,-1.1,5,1,0,0
is_division,2017,2017,Arizona,ARI,3,3,0,-6.7,2,3,1,-4,2,4,0,-2.8
is_division,2017,2017,Atlanta,ATL,4,2,0,3.2,3,3,0,-0.6,1,5,0,-7.6
is_division,2017,2017,Baltimore,BAL,3,3,0,4.8,4,2,0,3.2,2,4,0,2.2
is_division,2017,2017,Buffalo,BUF,3,3,0,-5.2,3,3,0,-4.8,3,3,0,-2.7
is_division,2017,2017,Carolina,CAR,3,4,0,-4,3,4,0,-3.1,3,4,0,-5
is_division,2017,2017,Chicago,CHI,0,6,0,-9.5,2,3,1,-4.8,3,3,0,-1.1
is_division,2017,2017,Cincinnati,CIN,3,3,0,0.7,4,2,0,1.2,4,2,0,0.6
is_division,2017,2017,Cleveland,CLE,0,6,0,-12.7,2,4,0,-6.1,2,4,0,-0.2
is_division,2017,2017,Dallas,DAL,5,1,0,8.7,5,1,0,7.2,2,4,0,-8.8
is_division,2017,2017,Denver,DEN,2,4,0,-5.3,1,4,1,-5.3,3,3,0,-3.5
is_division,2017,2017,Detroit,DET,5,1,0,8.3,4,1,1,6.2,4,2,0,-2.1
is_division,2017,2017,Green Bay,GBY,2,4,0,-6.3,2,4,0,-4.2,4,2,0,-4.2
is_division,2017,2017,Houston,HOU,1,5,0,-7.2,1,5,0,-4.8,2,4,0,2.7
is_division,2017,2017,Indianapolis,IND,2,4,0,-8.3,2,4,0,-4.4,1,5,0,-5.2
is_division,2017,2017,Jacksonville,JAX,4,2,0,13.5,4,2,0,11.1,2,4,0,-1.3
is_division,2017,2017,Kansas City,KCY,5,1,0,9,5,1,0,6.4,3,3,0,1.5
is_division,2017,2017,LA Chargers,LAC,3,3,0,1.3,3,2,1,2,1,5,0,-8.8
is_division,2017,2017,LA Rams,LAR,4,2,0,9.8,3,3,0,8.1,4,2,0,2.5
is_division,2017,2017,Miami,MIA,2,4,0,-6,1,4,1,-1.8,3,3,0,0.2
is_division,2017,2017,Minnesota,MIN,5,1,0,7.5,3,3,0,2.9,1,5,0,-10.4
is_division,2017,2017,New Orleans,NOR,5,2,0,8,4,3,0,4.8,4,3,0,-3.5
is_division,2017,2017,New England,NWE,5,1,0,13.2,4,2,0,1.2,2,4,0,-5.7
is_division,2017,2017,NY Giants,NYG,1,5,0,-7.7,3,3,0,-2,2,4,0,-3.8
is_division,2017,2017,NY Jets,NYJ,2,4,0,-2,3,2,1,5.4,2,4,0,-2.2
is_division,2017,2017,Oakland,OAK,2,4,0,-5,2,4,0,-3.1,1,5,0,-5.9
is_division,2017,2017,Philadelphia,PHI,5,1,0,8.8,3,3,0,5.2,3,3,0,0.1
is_division,2017,2017,Pittsburgh,PIT,6,0,0,7.2,2,4,0,1.7,4,2,0,6
is_division,2017,2017,Seattle,SEA,4,2,0,-1.8,2,3,1,-7.1,2,4,0,-6.4
is_division,2017,2017,San Francisco,SFO,1,5,0,-1.3,4,2,0,3,2,4,0,-1
is_division,2017,2017,Tampa Bay,TBY,1,5,0,-7.8,3,3,0,-1.3,2,4,0,-6.2
is_division,2017,2017,Tennessee,TEN,5,1,0,2,5,1,0,-1.8,3,3,0,3.3
is_division,2017,2017,Washington,WAS,1,5,0,-9.8,1,5,0,-10.3,3,3,0,-1.6
is_dog,2016,2016,Arizona,ARI,1,3,0,-8,1,3,0,-3.8,4,0,0,12.1
is_dog,2016,2016,Atlanta,ATL,4,3,0,3.6,5,2,0,7.1,5,2,0,9.3
is_dog,2016,2016,Baltimore,BAL,1,5,0,-4.3,2,4,0,0.2,3,3,0,2.5
is_dog,2016,2016,Buffalo,BUF,3,5,0,-1.8,3,5,0,1.9,5,3,0,-2.6
is_dog,2016,2016,Carolina,CAR,1,4,0,-8.6,3,2,0,-3.6,2,2,1,0.2
is_dog,2016,2016,Chicago,CHI,2,10,0,-8.2,6,6,0,-2.7,6,6,0,-0.2
is_dog,2016,2016,Cincinnati,CIN,2,5,0,-2.7,3,4,0,0.6,2,5,0,-5
is_dog,2016,2016,Cleveland,CLE,1,15,0,-11.8,4,12,0,-5,8,8,0,0
is_dog,2016,2016,Dallas,DAL,4,1,0,4.6,4,1,0,8.7,2,3,0,1.7
is_dog,2016,2016,Denver,DEN,3,4,0,-4.9,3,4,0,-2.1,4,3,0,-4.6
is_dog,2016,2016,Detroit,DET,5,6,0,-4,5,6,0,0.3,5,6,0,-1.5
is_dog,2016,2016,Green Bay,GBY,3,3,0,0.5,4,2,0,4.7,5,1,0,7.3
is_dog,2016,2016,Houston,HOU,3,7,0,-6.9,3,7,0,-0.9,4,6,0,-3
is_dog,2016,2016,Indianapolis,IND,4,6,0,0.7,4,5,1,4.9,7,3,0,1.6
is_dog,2016,2016,Jacksonville,JAX,2,11,0,-5,7,6,0,-0.8,7,6,0,-0.3
is_dog,2016,2016,Kansas City,KCY,3,1,0,-5.5,3,1,0,-1.9,3,1,0,6.5
is_dog,2016,2016,LA Chargers,LAC,2,7,0,-3.9,4,5,0,-0.4,5,4,0,3.2
is_dog,2016,2016,LA Rams,LAR,3,9,0,-11.7,3,8,1,-5.3,6,6,0,-0.1
is_dog,2016,2016,Miami,MIA,6,6,0,-5,7,5,0,0.6,7,5,0,-0.6
is_dog,2016,2016,Minnesota,MIN,2,4,0,-1.5,3,3,0,1.9,2,4,0,-3
is_dog,2016,2016,New Orleans,NOR,4,5,0,-0.8,7,1,1,2.8,4,5,0,2.8
is_dog,2016,2016,New England,NWE,1,0,0,2,1,0,0,11,0,1,0,-0.5
is_dog,2016,2016,NY Giants,NYG,4,5,0,-5.2,4,4,1,-1,2,7,0,-10.1
is_dog,2016,2016,NY Jets,NYJ,3,9,0,-9.4,4,8,0,-4.3,4,8,0,-2.9
is_dog,2016,2016,Oakland,OAK,4,4,0,-3.8,4,4,0,-1.4,5,3,0,0.9
is_dog,2016,2016,Philadelphia,PHI,3,6,0,1.2,4,5,0,4.8,6,3,0,1.6
is_dog,2016,2016,Pittsburgh,PIT,1,2,0,-9.3,1,2,0,-4.2,1,2,0,-4.7
is_dog,2016,2016,Seattle,SEA,1,1,1,-3,2,1,0,2.5,2,1,0,-6.8
is_dog,2016,2016,San Francisco,SFO,2,11,0,-9.8,4,8,1,-1.8,9,4,0,5.7
is_dog,2016,2016,Tampa Bay,TBY,7,5,0,-0.8,8,4,0,3.6,5,6,1,-2.1
