trend,sc,season,tm_tr,tm,w,l,t,mov,ats,total
ou,is_dog,2016,Buffalo,BUF,5,3,0,NA,NA,-2.6
ou,is_dog,2016,Carolina,CAR,2,2,1,NA,NA,0.2
ou,is_dog,2016,Chicago,CHI,6,6,0,NA,NA,-0.2
ou,is_dog,2016,Cincinnati,CIN,2,5,0,NA,NA,-5
ou,is_dog,2016,Cleveland,CLE,8,8,0,NA,NA,0
ou,is_dog,2016,Dallas,DAL,2,3,0,NA,NA,1.7
ou,is_dog,2016,Denver,DEN,4,3,0,NA,NA,-4.6
ou,is_dog,2016,Detroit,DET,5,6,0,NA,NA,-1.5
ou,is_dog,2016,Green Bay,GBY,5,1,0,NA,NA,7.3
ou,is_dog,2016,Houston,HOU,4,6,0,NA,NA,-3
ou,is_dog,2016,Indianapolis,IND,7,3,0,NA,NA,1.6
ou,is_dog,2016,Jacksonville,JAX,7,6,0,NA,NA,-0.3
ou,is_dog,2016,Kansas City,KCY,3,1,0,NA,NA,6.5
ou,is_dog,2016,LA Chargers,LAC,5,4,0,NA,NA,3.2
ou,is_dog,2016,LA Rams,LAR,6,6,0,NA,NA,-0.1
ou,is_dog,2016,Miami,MIA,7,5,0,NA,NA,-0.6
ou,is_dog,2016,Minnesota,MIN,2,4,0,NA,NA,-3
ou,is_dog,2016,New Orleans,NOR,4,5,0,NA,NA,2.8
ou,is_dog,2016,New England,NWE,0,1,0,NA,NA,-0.5
ou,is_dog,2016,NY Giants,NYG,2,7,0,NA,NA,-10.1
ou,is_dog,2016,NY Jets,NYJ,4,8,0,NA,NA,-2.9
ou,is_dog,2016,Oakland,OAK,5,3,0,NA,NA,0.9
ou,is_dog,2016,Philadelphia,PHI,6,3,0,NA,NA,1.6
ou,is_dog,2016,Pittsburgh,PIT,1,2,0,NA,NA,-4.7
ou,is_dog,2016,Seattle,SEA,2,1,0,NA,NA,-6.8
ou,is_dog,2016,San Francisco,SFO,9,4,0,NA,NA,5.7
ou,is_dog,2016,Tampa Bay,TBY,5,6,1,NA,NA,-2.1
ou,is_dog,2016,Tennessee,TEN,5,4,0,NA,NA,0.9
ou,is_dog,2016,Washington,WAS,6,1,0,NA,NA,1.7
ou,is_dog,2017,Arizona,ARI,5,6,0,NA,NA,1.9
ou,is_dog,2017,Atlanta,ATL,0,3,0,NA,NA,-17.2
ou,is_dog,2017,Baltimore,BAL,4,2,0,NA,NA,2.8
ou,is_dog,2017,Buffalo,BUF,4,6,0,NA,NA,-6
ou,is_dog,2017,Carolina,CAR,5,3,0,NA,NA,1.1
ou,is_dog,2017,Chicago,CHI,3,10,0,NA,NA,-4.6
ou,is_dog,2017,Cincinnati,CIN,5,4,0,NA,NA,2
ou,is_dog,2017,Cleveland,CLE,7,9,0,NA,NA,-0.9
ou,is_dog,2017,Dallas,DAL,1,3,0,NA,NA,-6.1
ou,is_dog,2017,Denver,DEN,4,3,0,NA,NA,5.9
ou,is_dog,2017,Detroit,DET,5,3,0,NA,NA,5.3
ou,is_dog,2017,Green Bay,GBY,7,3,0,NA,NA,0.6
ou,is_dog,2017,Houston,HOU,5,6,0,NA,NA,8.3
ou,is_dog,2017,Indianapolis,IND,5,9,0,NA,NA,-1.9
ou,is_dog,2017,Jacksonville,JAX,3,4,0,NA,NA,7.1
ou,is_dog,2017,Kansas City,KCY,2,1,0,NA,NA,9
ou,is_dog,2017,LA Chargers,LAC,2,6,0,NA,NA,-8.1
ou,is_dog,2017,LA Rams,LAR,3,1,0,NA,NA,0.9
ou,is_dog,2017,Miami,MIA,7,6,0,NA,NA,-0.6
ou,is_dog,2017,Minnesota,MIN,0,3,0,NA,NA,-15.5
ou,is_dog,2017,New Orleans,NOR,4,2,0,NA,NA,-2.3
ou,is_dog,2017,NY Giants,NYG,4,9,0,NA,NA,-3.8
ou,is_dog,2017,NY Jets,NYJ,8,6,0,NA,NA,1.7
ou,is_dog,2017,Oakland,OAK,2,7,0,NA,NA,-6.7
ou,is_dog,2017,Philadelphia,PHI,6,2,0,NA,NA,2.7
ou,is_dog,2017,Pittsburgh,PIT,0,2,0,NA,NA,-7.8
ou,is_dog,2017,Seattle,SEA,4,4,0,NA,NA,-2.4
ou,is_dog,2017,San Francisco,SFO,5,8,0,NA,NA,0.3
ou,is_dog,2017,Tampa Bay,TBY,4,4,0,NA,NA,-2.6
ou,is_dog,2017,Tennessee,TEN,4,1,0,NA,NA,3.9
ou,is_dog,2017,Washington,WAS,6,4,0,NA,NA,1.8
ou,is_fav,2016,Arizona,ARI,6,6,0,NA,NA,0.9
ou,is_fav,2016,Atlanta,ATL,11,0,1,NA,NA,8.9
ou,is_fav,2016,Baltimore,BAL,4,6,0,NA,NA,-4.6
ou,is_fav,2016,Buffalo,BUF,7,1,0,NA,NA,10.6
ou,is_fav,2016,Carolina,CAR,5,6,0,NA,NA,2
ou,is_fav,2016,Chicago,CHI,2,1,0,NA,NA,-3.8
ou,is_fav,2016,Cincinnati,CIN,4,5,0,NA,NA,-4.9
ou,is_fav,2016,Dallas,DAL,5,7,0,NA,NA,-0.7
ou,is_fav,2016,Denver,DEN,3,6,0,NA,NA,-2.2
ou,is_fav,2016,Detroit,DET,1,5,0,NA,NA,-6.5
ou,is_fav,2016,Green Bay,GBY,8,5,0,NA,NA,3.5
ou,is_fav,2016,Houston,HOU,4,3,0,NA,NA,-3.7
ou,is_fav,2016,Indianapolis,IND,2,4,0,NA,NA,-0.2
ou,is_fav,2016,Jacksonville,JAX,3,0,0,NA,NA,4.5
ou,is_fav,2016,Kansas City,KCY,3,10,0,NA,NA,-4.5
ou,is_fav,2016,LA Chargers,LAC,4,2,1,NA,NA,5.3
ou,is_fav,2016,LA Rams,LAR,1,3,0,NA,NA,-12.6
ou,is_fav,2016,Miami,MIA,5,0,0,NA,NA,7.4
ou,is_fav,2016,Minnesota,MIN,5,5,0,NA,NA,-0.8
ou,is_fav,2016,New Orleans,NOR,5,2,0,NA,NA,9.4
ou,is_fav,2016,New England,NWE,9,8,0,NA,NA,-0.9
ou,is_fav,2016,NY Giants,NYG,3,5,0,NA,NA,-5.9
ou,is_fav,2016,NY Jets,NYJ,3,1,0,NA,NA,4.6
ou,is_fav,2016,Oakland,OAK,7,2,0,NA,NA,4.5
ou,is_fav,2016,Philadelphia,PHI,3,4,0,NA,NA,-2.8
ou,is_fav,2016,Pittsburgh,PIT,6,10,0,NA,NA,-2.1
ou,is_fav,2016,Seattle,SEA,8,7,0,NA,NA,-2.9
ou,is_fav,2016,San Francisco,SFO,1,1,0,NA,NA,1.8
ou,is_fav,2016,Tampa Bay,TBY,2,2,0,NA,NA,-0.5
ou,is_fav,2016,Tennessee,TEN,5,2,0,NA,NA,4.4
ou,is_fav,2016,Washington,WAS,6,3,0,NA,NA,0.1
ou,is_fav,2017,Arizona,ARI,1,4,0,NA,NA,-8.1
ou,is_fav,2017,Atlanta,ATL,5,10,0,NA,NA,-5.5
ou,is_fav,2017,Baltimore,BAL,5,5,0,NA,NA,3.7
ou,is_fav,2017,Buffalo,BUF,4,3,0,NA,NA,-0.6
ou,is_fav,2017,Carolina,CAR,5,4,0,NA,NA,-1.1
ou,is_fav,2017,Chicago,CHI,1,2,0,NA,NA,-8.5
ou,is_fav,2017,Cincinnati,CIN,2,5,0,NA,NA,-4.9
ou,is_fav,2017,Dallas,DAL,5,7,0,NA,NA,-3.6
ou,is_fav,2017,Denver,DEN,4,5,0,NA,NA,-2.6
ou,is_fav,2017,Detroit,DET,5,2,0,NA,NA,4.4
ou,is_fav,2017,Green Bay,GBY,4,2,0,NA,NA,-2.9
ou,is_fav,2017,Houston,HOU,2,3,0,NA,NA,0.3
ou,is_fav,2017,Indianapolis,IND,1,1,0,NA,NA,5.2
ou,is_fav,2017,Jacksonville,JAX,6,6,0,NA,NA,1.3
ou,is_fav,2017,Kansas City,KCY,6,8,0,NA,NA,-0.6
ou,is_fav,2017,LA Chargers,LAC,2,6,0,NA,NA,-3.5
ou,is_fav,2017,LA Rams,LAR,8,5,0,NA,NA,5
ou,is_fav,2017,Miami,MIA,1,1,0,NA,NA,1
ou,is_fav,2017,Minnesota,MIN,8,6,0,NA,NA,-0
ou,is_fav,2017,New Orleans,NOR,7,5,0,NA,NA,0.4
ou,is_fav,2017,New England,NWE,9,10,0,NA,NA,-0.8
ou,is_fav,2017,NY Giants,NYG,2,1,0,NA,NA,2
ou,is_fav,2017,NY Jets,NYJ,0,2,0,NA,NA,-14
ou,is_fav,2017,Oakland,OAK,3,4,0,NA,NA,-0.9
ou,is_fav,2017,Philadelphia,PHI,4,7,0,NA,NA,2.1
ou,is_fav,2017,Pittsburgh,PIT,7,8,0,NA,NA,4.9
ou,is_fav,2017,Seattle,SEA,3,5,0,NA,NA,2
ou,is_fav,2017,San Francisco,SFO,3,0,0,NA,NA,3.8
ou,is_fav,2017,Tampa Bay,TBY,3,3,0,NA,NA,-3.4
ou,is_fav,2017,Tennessee,TEN,6,6,0,NA,NA,-0.7
ou,is_fav,2017,Washington,WAS,2,4,0,NA,NA,-4.1
ou,is_home,2016,Arizona,ARI,2,6,0,NA,NA,-2.5
ou,is_home,2016,Atlanta,ATL,10,0,0,NA,NA,10.5
ou,is_home,2016,Baltimore,BAL,3,5,0,NA,NA,-5.9
ou,is_home,2016,Buffalo,BUF,8,0,0,NA,NA,11.9
ou,is_home,2016,Carolina,CAR,2,5,1,NA,NA,-1.8
ou,is_home,2016,Chicago,CHI,4,4,0,NA,NA,-1.8
ou,is_home,2016,Cincinnati,CIN,3,4,0,NA,NA,-4.6
ou,is_home,2016,Cleveland,CLE,2,6,0,NA,NA,-3.2
ou,is_home,2016,Dallas,DAL,5,4,0,NA,NA,3.3
ou,is_home,2016,Denver,DEN,4,4,0,NA,NA,-2
ou,is_home,2016,Detroit,DET,3,5,0,NA,NA,-3.6
ou,is_home,2016,Green Bay,GBY,5,4,0,NA,NA,1.2
ou,is_home,2016,Houston,HOU,4,5,0,NA,NA,-5.3
ou,is_home,2016,Indianapolis,IND,2,6,0,NA,NA,-2.9
ou,is_home,2016,Jacksonville,JAX,5,2,0,NA,NA,0.6
ou,is_home,2016,Kansas City,KCY,2,7,0,NA,NA,-5.6
ou,is_home,2016,LA Chargers,LAC,5,2,1,NA,NA,6.4
ou,is_home,2016,LA Rams,LAR,4,3,0,NA,NA,-4.1
ou,is_home,2016,Miami,MIA,7,1,0,NA,NA,4.9
ou,is_home,2016,Minnesota,MIN,3,5,0,NA,NA,-1.3
ou,is_home,2016,New Orleans,NOR,5,3,0,NA,NA,9.4
ou,is_home,2016,New England,NWE,6,4,0,NA,NA,-0.7
ou,is_home,2016,NY Giants,NYG,3,5,0,NA,NA,-7.7
ou,is_home,2016,NY Jets,NYJ,4,4,0,NA,NA,-2.5
ou,is_home,2016,Oakland,OAK,6,1,0,NA,NA,9
ou,is_home,2016,Philadelphia,PHI,2,6,0,NA,NA,-4.9
ou,is_home,2016,Pittsburgh,PIT,4,5,0,NA,NA,0.8
ou,is_home,2016,Seattle,SEA,5,4,0,NA,NA,0.7
ou,is_home,2016,San Francisco,SFO,4,4,0,NA,NA,0.8
ou,is_home,2016,Tampa Bay,TBY,4,4,0,NA,NA,-1.9
ou,is_home,2016,Tennessee,TEN,5,3,0,NA,NA,2.2
ou,is_home,2016,Washington,WAS,6,2,0,NA,NA,0.9
ou,is_home,2017,Arizona,ARI,3,5,0,NA,NA,-1.2
ou,is_home,2017,Atlanta,ATL,2,6,0,NA,NA,-9.4
ou,is_home,2017,Baltimore,BAL,4,4,0,NA,NA,4.7
ou,is_home,2017,Buffalo,BUF,5,3,0,NA,NA,-3.2
ou,is_home,2017,Carolina,CAR,5,3,0,NA,NA,2.1
ou,is_home,2017,Chicago,CHI,2,6,0,NA,NA,-6.3
ou,is_home,2017,Cincinnati,CIN,3,5,0,NA,NA,-3.9
ou,is_home,2017,Cleveland,CLE,1,6,0,NA,NA,-7.1
ou,is_home,2017,Dallas,DAL,3,5,0,NA,NA,-3.5
ou,is_home,2017,Denver,DEN,4,4,0,NA,NA,0.4
ou,is_home,2017,Detroit,DET,6,2,0,NA,NA,3.6
ou,is_home,2017,Green Bay,GBY,4,4,0,NA,NA,-6.6
ou,is_home,2017,Houston,HOU,4,4,0,NA,NA,6.9
ou,is_home,2017,Indianapolis,IND,2,6,0,NA,NA,-4.5
ou,is_home,2017,Jacksonville,JAX,4,4,0,NA,NA,0
ou,is_home,2017,Kansas City,KCY,3,6,0,NA,NA,-4.6
ou,is_home,2017,LA Chargers,LAC,2,6,0,NA,NA,-3.4
ou,is_home,2017,LA Rams,LAR,4,4,0,NA,NA,0.5
ou,is_home,2017,Miami,MIA,4,3,0,NA,NA,2.1
ou,is_home,2017,Minnesota,MIN,4,5,0,NA,NA,-4.2
ou,is_home,2017,New Orleans,NOR,6,3,0,NA,NA,2.8
ou,is_home,2017,New England,NWE,6,4,0,NA,NA,1.5
ou,is_home,2017,NY Giants,NYG,3,5,0,NA,NA,-0.4
ou,is_home,2017,NY Jets,NYJ,5,3,0,NA,NA,2.6
ou,is_home,2017,Oakland,OAK,3,4,0,NA,NA,1.4
ou,is_home,2017,Philadelphia,PHI,4,6,0,NA,NA,-2.6
ou,is_home,2017,Pittsburgh,PIT,6,3,0,NA,NA,12.7
ou,is_home,2017,Seattle,SEA,5,3,0,NA,NA,5.2
ou,is_home,2017,San Francisco,SFO,5,3,0,NA,NA,6.6
ou,is_home,2017,Tampa Bay,TBY,2,6,0,NA,NA,-9.2
ou,is_home,2017,Tennessee,TEN,5,3,0,NA,NA,1.4
ou,is_home,2017,Washington,WAS,3,5,0,NA,NA,-0.6
ou,is_home_dog,2016,Atlanta,ATL,1,0,0,NA,NA,32.5
ou,is_home_dog,2016,Baltimore,BAL,0,1,0,NA,NA,-11
ou,is_home_dog,2016,Buffalo,BUF,3,0,0,NA,NA,7.5
ou,is_home_dog,2016,Carolina,CAR,0,0,1,NA,NA,0
ou,is_home_dog,2016,Chicago,CHI,3,2,0,NA,NA,2
ou,is_home_dog,2016,Cincinnati,CIN,0,2,0,NA,NA,-2.5
ou,is_home_dog,2016,Cleveland,CLE,2,6,0,NA,NA,-3.2
ou,is_home_dog,2016,Dallas,DAL,0,1,0,NA,NA,-4
ou,is_home_dog,2016,Denver,DEN,1,1,0,NA,NA,-11.8
ou,is_home_dog,2016,Detroit,DET,2,1,0,NA,NA,-2.3
ou,is_home_dog,2016,Green Bay,GBY,1,0,0,NA,NA,1
ou,is_home_dog,2016,Houston,HOU,0,2,0,NA,NA,-11
ou,is_home_dog,2016,Indianapolis,IND,0,2,0,NA,NA,-10.8
ou,is_home_dog,2016,Jacksonville,JAX,3,2,0,NA,NA,-0.1
ou,is_home_dog,2016,LA Chargers,LAC,1,2,0,NA,NA,-1.8
ou,is_home_dog,2016,LA Rams,LAR,3,2,0,NA,NA,-3.4
ou,is_home_dog,2016,Miami,MIA,3,1,0,NA,NA,2.4
ou,is_home_dog,2016,Minnesota,MIN,0,2,0,NA,NA,-8.2
ou,is_home_dog,2016,New Orleans,NOR,1,1,0,NA,NA,10.2
ou,is_home_dog,2016,NY Giants,NYG,0,2,0,NA,NA,-19.2
ou,is_home_dog,2016,NY Jets,NYJ,2,3,0,NA,NA,-5
ou,is_home_dog,2016,Oakland,OAK,0,1,0,NA,NA,-10.5
ou,is_home_dog,2016,Philadelphia,PHI,1,2,0,NA,NA,-5.7
ou,is_home_dog,2016,Pittsburgh,PIT,0,1,0,NA,NA,-6
ou,is_home_dog,2016,San Francisco,SFO,3,3,0,NA,NA,0.4
ou,is_home_dog,2016,Tampa Bay,TBY,2,2,0,NA,NA,-3.2
ou,is_home_dog,2016,Tennessee,TEN,2,1,0,NA,NA,1.5
ou,is_home_dog,2016,Washington,WAS,2,0,0,NA,NA,3.5
ou,is_home_dog,2017,Arizona,ARI,3,3,0,NA,NA,2.8
ou,is_home_dog,2017,Baltimore,BAL,0,1,0,NA,NA,-7
ou,is_home_dog,2017,Buffalo,BUF,2,1,0,NA,NA,-4
ou,is_home_dog,2017,Carolina,CAR,1,1,0,NA,NA,4.8
ou,is_home_dog,2017,Chicago,CHI,1,4,0,NA,NA,-5
ou,is_home_dog,2017,Cincinnati,CIN,1,1,0,NA,NA,0
ou,is_home_dog,2017,Cleveland,CLE,1,6,0,NA,NA,-7.1
ou,is_home_dog,2017,Dallas,DAL,1,2,0,NA,NA,-3.2
ou,is_home_dog,2017,Denver,DEN,2,1,0,NA,NA,3.2
ou,is_home_dog,2017,Detroit,DET,3,1,0,NA,NA,3
ou,is_home_dog,2017,Green Bay,GBY,1,3,0,NA,NA,-9.6
ou,is_home_dog,2017,Houston,HOU,2,1,0,NA,NA,17.8
ou,is_home_dog,2017,Indianapolis,IND,1,5,0,NA,NA,-7.8
ou,is_home_dog,2017,Jacksonville,JAX,1,0,0,NA,NA,11
ou,is_home_dog,2017,LA Chargers,LAC,0,2,0,NA,NA,-16.8
ou,is_home_dog,2017,LA Rams,LAR,1,0,0,NA,NA,2.5
ou,is_home_dog,2017,Miami,MIA,3,2,0,NA,NA,2.2
ou,is_home_dog,2017,Minnesota,MIN,0,1,0,NA,NA,-13
ou,is_home_dog,2017,New Orleans,NOR,1,0,0,NA,NA,1
ou,is_home_dog,2017,NY Giants,NYG,2,4,0,NA,NA,0.2
ou,is_home_dog,2017,NY Jets,NYJ,5,3,0,NA,NA,2.6
ou,is_home_dog,2017,Oakland,OAK,1,1,0,NA,NA,2.8
ou,is_home_dog,2017,Philadelphia,PHI,1,2,0,NA,NA,-14.7
ou,is_home_dog,2017,Pittsburgh,PIT,0,1,0,NA,NA,-1.5
ou,is_home_dog,2017,Seattle,SEA,2,1,0,NA,NA,2.7
ou,is_home_dog,2017,San Francisco,SFO,4,3,0,NA,NA,7.1
ou,is_home_dog,2017,Tampa Bay,TBY,1,2,0,NA,NA,-6.7
ou,is_home_dog,2017,Tennessee,TEN,1,0,0,NA,NA,4
ou,is_home_dog,2017,Washington,WAS,2,2,0,NA,NA,2.9
ou,is_home_fav,2016,Arizona,ARI,2,6,0,NA,NA,-2.5
ou,is_home_fav,2016,Atlanta,ATL,9,0,0,NA,NA,8.1
ou,is_home_fav,2016,Baltimore,BAL,3,4,0,NA,NA,-5.2
ou,is_home_fav,2016,Buffalo,BUF,5,0,0,NA,NA,14.6
ou,is_home_fav,2016,Carolina,CAR,2,5,0,NA,NA,-2.1
ou,is_home_fav,2016,Chicago,CHI,1,1,0,NA,NA,-6.2
ou,is_home_fav,2016,Cincinnati,CIN,3,2,0,NA,NA,-5.5
ou,is_home_fav,2016,Dallas,DAL,5,3,0,NA,NA,4.2
ou,is_home_fav,2016,Denver,DEN,3,3,0,NA,NA,1.2
ou,is_home_fav,2016,Detroit,DET,1,4,0,NA,NA,-4.4
ou,is_home_fav,2016,Green Bay,GBY,4,4,0,NA,NA,1.2
ou,is_home_fav,2016,Houston,HOU,4,3,0,NA,NA,-3.7
ou,is_home_fav,2016,Indianapolis,IND,2,4,0,NA,NA,-0.2
ou,is_home_fav,2016,Jacksonville,JAX,2,0,0,NA,NA,2.2
ou,is_home_fav,2016,Kansas City,KCY,2,7,0,NA,NA,-5.6
ou,is_home_fav,2016,LA Chargers,LAC,4,0,1,NA,NA,11.3
ou,is_home_fav,2016,LA Rams,LAR,1,1,0,NA,NA,-5.8
ou,is_home_fav,2016,Miami,MIA,4,0,0,NA,NA,7.5
ou,is_home_fav,2016,Minnesota,MIN,3,3,0,NA,NA,1
ou,is_home_fav,2016,New Orleans,NOR,4,2,0,NA,NA,9.1
ou,is_home_fav,2016,New England,NWE,6,3,0,NA,NA,0.6
ou,is_home_fav,2016,NY Giants,NYG,3,3,0,NA,NA,-3.8
ou,is_home_fav,2016,NY Jets,NYJ,2,1,0,NA,NA,1.7
ou,is_home_fav,2016,Oakland,OAK,6,0,0,NA,NA,12.2
ou,is_home_fav,2016,Philadelphia,PHI,1,4,0,NA,NA,-4.5
ou,is_home_fav,2016,Pittsburgh,PIT,4,4,0,NA,NA,1.7
ou,is_home_fav,2016,Seattle,SEA,5,4,0,NA,NA,0.7
ou,is_home_fav,2016,San Francisco,SFO,1,1,0,NA,NA,1.8
ou,is_home_fav,2016,Tampa Bay,TBY,2,2,0,NA,NA,-0.5
ou,is_home_fav,2016,Tennessee,TEN,3,2,0,NA,NA,2.7
ou,is_home_fav,2016,Washington,WAS,4,2,0,NA,NA,0
ou,is_home_fav,2017,Arizona,ARI,0,2,0,NA,NA,-13
ou,is_home_fav,2017,Atlanta,ATL,2,6,0,NA,NA,-9.4
ou,is_home_fav,2017,Baltimore,BAL,4,3,0,NA,NA,6.4
ou,is_home_fav,2017,Buffalo,BUF,3,2,0,NA,NA,-2.7
ou,is_home_fav,2017,Carolina,CAR,4,2,0,NA,NA,1.2
ou,is_home_fav,2017,Chicago,CHI,1,2,0,NA,NA,-8.5
ou,is_home_fav,2017,Cincinnati,CIN,2,4,0,NA,NA,-5.2
ou,is_home_fav,2017,Dallas,DAL,2,3,0,NA,NA,-3.7
ou,is_home_fav,2017,Denver,DEN,2,3,0,NA,NA,-1.2
ou,is_home_fav,2017,Detroit,DET,3,1,0,NA,NA,4.1
ou,is_home_fav,2017,Green Bay,GBY,3,1,0,NA,NA,-3.5
ou,is_home_fav,2017,Houston,HOU,2,3,0,NA,NA,0.3
ou,is_home_fav,2017,Indianapolis,IND,1,1,0,NA,NA,5.2
ou,is_home_fav,2017,Jacksonville,JAX,3,4,0,NA,NA,-1.6
ou,is_home_fav,2017,Kansas City,KCY,3,6,0,NA,NA,-4.6
ou,is_home_fav,2017,LA Chargers,LAC,2,4,0,NA,NA,1
ou,is_home_fav,2017,LA Rams,LAR,3,4,0,NA,NA,0.2
ou,is_home_fav,2017,Miami,MIA,1,0,0,NA,NA,19
ou,is_home_fav,2017,Minnesota,MIN,3,4,0,NA,NA,-4.9
ou,is_home_fav,2017,New Orleans,NOR,5,3,0,NA,NA,3.1
ou,is_home_fav,2017,New England,NWE,6,4,0,NA,NA,1.5
ou,is_home_fav,2017,NY Giants,NYG,1,1,0,NA,NA,-2.2
ou,is_home_fav,2017,Oakland,OAK,2,3,0,NA,NA,0.8
ou,is_home_fav,2017,Philadelphia,PHI,3,4,0,NA,NA,2.6
ou,is_home_fav,2017,Pittsburgh,PIT,6,2,0,NA,NA,14.5
ou,is_home_fav,2017,Seattle,SEA,3,2,0,NA,NA,6.8
ou,is_home_fav,2017,San Francisco,SFO,1,0,0,NA,NA,3.5
ou,is_home_fav,2017,Tampa Bay,TBY,1,3,0,NA,NA,-12.8
ou,is_home_fav,2017,Tennessee,TEN,4,3,0,NA,NA,1.1
ou,is_home_fav,2017,Washington,WAS,1,3,0,NA,NA,-4.1
ou,is_playoff,2016,Atlanta,ATL,3,0,0,NA,NA,5
ou,is_playoff,2016,Dallas,DAL,1,0,0,NA,NA,12.5
ou,is_playoff,2016,Detroit,DET,0,1,0,NA,NA,-13.5
ou,is_playoff,2016,Green Bay,GBY,3,0,0,NA,NA,7.5
ou,is_playoff,2016,Houston,HOU,2,0,0,NA,NA,4.5
ou,is_playoff,2016,Kansas City,KCY,0,1,0,NA,NA,-11.5
ou,is_playoff,2016,Miami,MIA,0,1,0,NA,NA,-5.5
ou,is_playoff,2016,New England,NWE,3,0,0,NA,NA,4.7
ou,is_playoff,2016,NY Giants,NYG,1,0,0,NA,NA,4.5
ou,is_playoff,2016,Oakland,OAK,1,0,0,NA,NA,3
ou,is_playoff,2016,Pittsburgh,PIT,1,2,0,NA,NA,-4.5
ou,is_playoff,2016,Seattle,SEA,1,1,0,NA,NA,-4.2
ou,is_playoff,2017,Atlanta,ATL,0,2,0,NA,NA,-12
ou,is_playoff,2017,Buffalo,BUF,0,1,0,NA,NA,-26.5
ou,is_playoff,2017,Carolina,CAR,1,0,0,NA,NA,9.5
ou,is_playoff,2017,Jacksonville,JAX,1,2,0,NA,NA,6
ou,is_playoff,2017,Kansas City,KCY,0,1,0,NA,NA,-1
ou,is_playoff,2017,LA Rams,LAR,0,1,0,NA,NA,-9
ou,is_playoff,2017,Minnesota,MIN,2,0,0,NA,NA,6.2
ou,is_playoff,2017,New Orleans,NOR,2,0,0,NA,NA,8
ou,is_playoff,2017,New England,NWE,2,1,0,NA,NA,8
ou,is_playoff,2017,Philadelphia,PHI,2,1,0,NA,NA,5.5
ou,is_playoff,2017,Pittsburgh,PIT,1,0,0,NA,NA,46.5
ou,is_playoff,2017,Tennessee,TEN,1,1,0,NA,NA,-0.2
ou,non_conference,2016,Arizona,ARI,2,2,0,NA,NA,-1.9
ou,non_conference,2016,Atlanta,ATL,4,1,0,NA,NA,6.4
ou,non_conference,2016,Baltimore,BAL,2,2,0,NA,NA,0.1
ou,non_conference,2016,Buffalo,BUF,4,0,0,NA,NA,10
ou,non_conference,2016,Carolina,CAR,2,2,0,NA,NA,1.9
ou,non_conference,2016,Chicago,CHI,2,2,0,NA,NA,-2
ou,non_conference,2016,Cincinnati,CIN,2,2,0,NA,NA,-0.9
ou,non_conference,2016,Cleveland,CLE,1,3,0,NA,NA,-2.6
ou,non_conference,2016,Dallas,DAL,1,3,0,NA,NA,1.5
ou,non_conference,2016,Denver,DEN,1,3,0,NA,NA,-4
ou,non_conference,2016,Detroit,DET,1,3,0,NA,NA,-2.4
ou,non_conference,2016,Green Bay,GBY,3,1,0,NA,NA,5.2
ou,non_conference,2016,Houston,HOU,1,3,0,NA,NA,-6.2
ou,non_conference,2016,Indianapolis,IND,3,1,0,NA,NA,7
ou,non_conference,2016,Jacksonville,JAX,2,2,0,NA,NA,-2.2
ou,non_conference,2016,Kansas City,KCY,1,3,0,NA,NA,-3
ou,non_conference,2016,LA Chargers,LAC,2,1,1,NA,NA,5.2
ou,non_conference,2016,LA Rams,LAR,1,3,0,NA,NA,-10
ou,non_conference,2016,Miami,MIA,2,2,0,NA,NA,-5.2
ou,non_conference,2016,Minnesota,MIN,3,1,0,NA,NA,1.1
ou,non_conference,2016,New Orleans,NOR,2,2,0,NA,NA,7.2
ou,non_conference,2016,New England,NWE,2,3,0,NA,NA,-0.7
ou,non_conference,2016,NY Giants,NYG,1,3,0,NA,NA,-4.9
ou,non_conference,2016,NY Jets,NYJ,1,3,0,NA,NA,-9.4
ou,non_conference,2016,Oakland,OAK,4,0,0,NA,NA,14.8
ou,non_conference,2016,Philadelphia,PHI,2,2,0,NA,NA,1
ou,non_conference,2016,Pittsburgh,PIT,2,2,0,NA,NA,-0.4
ou,non_conference,2016,Seattle,SEA,3,1,0,NA,NA,0.1
ou,non_conference,2016,San Francisco,SFO,2,2,0,NA,NA,5.1
ou,non_conference,2016,Tampa Bay,TBY,1,2,1,NA,NA,-3
ou,non_conference,2016,Tennessee,TEN,3,1,0,NA,NA,3.5
ou,non_conference,2016,Washington,WAS,3,1,0,NA,NA,-1.4
ou,non_conference,2017,Arizona,ARI,2,2,0,NA,NA,-2.6
ou,non_conference,2017,Atlanta,ATL,1,3,0,NA,NA,-10.5
ou,non_conference,2017,Baltimore,BAL,3,1,0,NA,NA,4.9
ou,non_conference,2017,Buffalo,BUF,2,2,0,NA,NA,-5
ou,non_conference,2017,Carolina,CAR,3,1,0,NA,NA,8.5
ou,non_conference,2017,Chicago,CHI,1,3,0,NA,NA,-1.6
ou,non_conference,2017,Cincinnati,CIN,1,3,0,NA,NA,0.2
ou,non_conference,2017,Cleveland,CLE,3,1,0,NA,NA,6.4
ou,non_conference,2017,Dallas,DAL,1,3,0,NA,NA,-3.6
ou,non_conference,2017,Denver,DEN,2,2,0,NA,NA,10.5
ou,non_conference,2017,Detroit,DET,2,2,0,NA,NA,7.6
ou,non_conference,2017,Green Bay,GBY,3,1,0,NA,NA,3.5
ou,non_conference,2017,Houston,HOU,2,2,0,NA,NA,9.9
